type_id,type_name,group_id,snapshot
22442,,,2014-07-10
22444,,,2014-07-10
22446,,,2014-07-10
22448,,,2014-07-10
22452,,,2014-07-10
22456,,,2014-07-10
22460,,,2014-07-10
22464,,,2014-07-10
22466,,,2014-07-10
22468,,,2014-07-10
22470,,,2014-07-10
22474,,,2014-07-10
22544,,,2014-07-10
22546,,,2014-07-10
22548,,,2014-07-10
22634,,,2014-07-10
22852,,,2014-07-10
23055,,,2014-07-10
23057,,,2014-07-10
23059,,,2014-07-10
23061,,,2014-07-10
23757,,,2014-07-10
23773,,,2014-07-10
23911,,,2014-07-10
23913,,,2014-07-10
23915,,,2014-07-10
23917,,,2014-07-10
23919,,,2014-07-10
24483,,,2014-07-10
24567,,,2014-07-10
24574,,,2014-07-10
24575,,,2014-07-10
24646,,,2014-07-10
24653,,,2014-07-10
24654,,,2014-07-10
24655,,,2014-07-10
24656,,,2014-07-10
24657,,,2014-07-10
24658,,,2014-07-10
24659,,,2014-07-10
24660,,,2014-07-10
24684,,,2014-07-10
24688,,,2014-07-10
24690,,,2014-07-10
24692,,,2014-07-10
24694,,,2014-07-10
24696,,,2014-07-10
24698,,,2014-07-10
24700,,,2014-07-10
24702,,,2014-07-10
25270,,,2014-07-10
25271,,,2014-07-10
25280,,,2014-07-10
25305,,,2014-07-10
25821,,,2014-07-10
26888,,,2014-07-10
26890,,,2014-07-10
26892,,,2014-07-10
27299,,,2014-07-10
27301,,,2014-07-10
27303,,,2014-07-10
27305,,,2014-07-10
27530,,,2014-07-10
27532,,,2014-07-10
27533,,,2014-07-10
27535,,,2014-07-10
27536,,,2014-07-10
27538,,,2014-07-10
27539,,,2014-07-10
27540,,,2014-07-10
27542,,,2014-07-10
27544,,,2014-07-10
27545,,,2014-07-10
27547,,,2014-07-10
27548,,,2014-07-10
27550,,,2014-07-10
27551,,,2014-07-10
27553,,,2014-07-10
27554,,,2014-07-10
27556,,,2014-07-10
27557,,,2014-07-10
27559,,,2014-07-10
27560,,,2014-07-10
27562,,,2014-07-10
27563,,,2014-07-10
27565,,,2014-07-10
27567,,,2014-07-10
27569,,,2014-07-10
27570,,,2014-07-10
27573,,,2014-07-10
27574,,,2014-07-10
27576,,,2014-07-10
27577,,,2014-07-10
27579,,,2014-07-10
27580,,,2014-07-10
27582,,,2014-07-10
27583,,,2014-07-10
27585,,,2014-07-10
27589,,,2014-07-10
27591,,,2014-07-10
27592,,,2014-07-10
27594,,,2014-07-10
27595,,,2014-07-10
27597,,,2014-07-10
27598,,,2014-07-10
27600,,,2014-07-10
27601,,,2014-07-10
27603,,,2014-07-10
27604,,,2014-07-10
27606,,,2014-07-10
27607,,,2014-07-10
27609,,,2014-07-10
27610,,,2014-07-10
27612,,,2014-07-10
27613,,,2014-07-10
27615,,,2014-07-10
27616,,,2014-07-10
27618,,,2014-07-10
27619,,,2014-07-10
27621,,,2014-07-10
27622,,,2014-07-10
27624,,,2014-07-10
27625,,,2014-07-10
27627,,,2014-07-10
27628,,,2014-07-10
27630,,,2014-07-10
27631,,,2014-07-10
27633,,,2014-07-10
27634,,,2014-07-10
27636,,,2014-07-10
27638,,,2014-07-10
27640,,,2014-07-10
27641,,,2014-07-10
27643,,,2014-07-10
27644,,,2014-07-10
27646,,,2014-07-10
27647,,,2014-07-10
27649,,,2014-07-10
27650,,,2014-07-10
27652,,,2014-07-10
27653,,,2014-07-10
27655,,,2014-07-10
27672,,,2014-07-10
27673,,,2014-07-10
27674,,,2014-07-10
27675,,,2014-07-10
27766,,,2014-07-10
27767,,,2014-07-10
27768,,,2014-07-10
27769,,,2014-07-10
27770,,,2014-07-10
27771,,,2014-07-10
27772,,,2014-07-10
27773,,,2014-07-10
27774,,,2014-07-10
27775,,,2014-07-10
27776,,,2014-07-10
27777,,,2014-07-10
27778,,,2014-07-10
27779,,,2014-07-10
27780,,,2014-07-10
27782,,,2014-07-10
27784,,,2014-07-10
27786,,,2014-07-10
27788,,,2014-07-10
27790,,,2014-07-10
27855,,,2014-07-10
27856,,,2014-07-10
27857,,,2014-07-10
27858,,,2014-07-10
27897,,,2014-07-10
28351,,,2014-07-10
28352,,,2014-07-10
28606,,,2014-07-10
28659,,,2014-07-10
28661,,,2014-07-10
28665,,,2014-07-10
28710,,,2014-07-10
28770,,,2014-07-10
28772,,,2014-07-10
28774,,,2014-07-10
28844,,,2014-07-10
28846,,,2014-07-10
28848,,,2014-07-10
28850,,,2014-07-10
29248,,,2014-07-10
29266,,,2014-07-10
29336,,,2014-07-10
29337,,,2014-07-10
29340,,,2014-07-10
29344,,,2014-07-10
29613,,,2014-07-10
29984,,,2014-07-10
29986,,,2014-07-10
29988,,,2014-07-10
29990,,,2014-07-10
30389,,,2014-07-10
30655,,,2014-07-10
30656,,,2014-07-10
30842,,,2014-07-10
32226,,,2014-07-10
32245,,,2014-07-10
32250,,,2014-07-10
32305,,,2014-07-10
32307,,,2014-07-10
32309,,,2014-07-10
32311,,,2014-07-10
32325,,,2014-07-10
32340,,,2014-07-10
32342,,,2014-07-10
32344,,,2014-07-10
32458,,,2014-07-10
32788,,,2014-07-10
32790,,,2014-07-10
32811,,,2014-07-10
32840,,,2014-07-10
32842,,,2014-07-10
32844,,,2014-07-10
32846,,,2014-07-10
32848,,,2014-07-10
32872,,,2014-07-10
32874,,,2014-07-10
32876,,,2014-07-10
32878,,,2014-07-10
32880,,,2014-07-10
32983,,,2014-07-10
32985,,,2014-07-10
32987,,,2014-07-10
32989,,,2014-07-10
33079,,,2014-07-10
33081,,,2014-07-10
33083,,,2014-07-10
33099,,,2014-07-10
33149,,,2014-07-10
33151,,,2014-07-10
33153,,,2014-07-10
33155,,,2014-07-10
33157,,,2014-07-10
33190,,,2014-07-10
33328,,,2014-07-10
33395,,,2014-07-10
33397,,,2014-07-10
33468,,,2014-07-10
33470,,,2014-07-10
33472,,,2014-07-10
33474,,,2014-07-10
33475,,,2014-07-10
33476,,,2014-07-10
33477,,,2014-07-10
33513,,,2014-07-10
33520,,,2014-07-10
33522,,,2014-07-10
33581,,,2014-07-10
33583,,,2014-07-10
33585,,,2014-07-10
33589,,,2014-07-10
33591,,,2014-07-10
33595,,,2014-07-10
33608,,,2014-07-10
33610,,,2014-07-10
33623,,,2014-07-10
33625,,,2014-07-10
33627,,,2014-07-10
33629,,,2014-07-10
33631,,,2014-07-10
33633,,,2014-07-10
33635,,,2014-07-10
33637,,,2014-07-10
33639,,,2014-07-10
33641,,,2014-07-10
33643,,,2014-07-10
33645,,,2014-07-10
33647,,,2014-07-10
33649,,,2014-07-10
33651,,,2014-07-10
33653,,,2014-07-10
33655,,,2014-07-10
33657,,,2014-07-10
33659,,,2014-07-10
33661,,,2014-07-10
33663,,,2014-07-10
33665,,,2014-07-10
33667,,,2014-07-10
33669,,,2014-07-10
33673,,,2014-07-10
33675,,,2014-07-10
33677,,,2014-07-10
33683,,,2014-07-10
33687,,,2014-07-10
33689,,,2014-07-10
33691,,,2014-07-10
33693,,,2014-07-10
33695,,,2014-07-10
33697,,,2014-07-10
33700,,,2014-07-10
33702,,,2014-07-10
33816,,,2014-07-10
33818,,,2014-07-10
33820,,,2014-07-10
33867,,,2014-07-10
33869,,,2014-07-10
33871,,,2014-07-10
33873,,,2014-07-10
33875,,,2014-07-10
33877,,,2014-07-10
33879,,,2014-07-10
33881,,,2014-07-10
33883,,,2014-07-10
