type_id,type_name,group_id,snapshot,group_name
17773,XL Torpedo Battery,417,20180110,Mobile Missile Sentry
17812,Republic Fleet Firetail,25,20180110,Frigate
17841,Federation Navy Comet,25,20180110,Frigate
17843,Vexor Navy Issue,26,20180110,Cruiser
17918,Rattlesnake,27,20180110,Battleship
17920,Bhaalgorn,27,20180110,Battleship
17922,Ashimmu,26,20180110,Cruiser
17924,Succubus,25,20180110,Frigate
17926,Cruor,25,20180110,Frigate
17928,Daredevil,25,20180110,Frigate
17930,Worm,25,20180110,Frigate
17932,Dramiel,25,20180110,Frigate
17982,Coupling Array,404,20180110,Silo
19470,Intensive Reprocessing Array,311,20180110,Reprocessing Array
19720,Revelation,485,20180110,Dreadnought
19722,Naglfar,485,20180110,Dreadnought
19724,Moros,485,20180110,Dreadnought
19726,Phoenix,485,20180110,Dreadnought
19744,Sigil,28,20180110,Hauler
20059,Amarr Control Tower Medium,365,20180110,Control Tower
20060,Amarr Control Tower Small,365,20180110,Control Tower
20061,Caldari Control Tower Medium,365,20180110,Control Tower
20062,Caldari Control Tower Small,365,20180110,Control Tower
20063,Gallente Control Tower Medium,365,20180110,Control Tower
20064,Gallente Control Tower Small,365,20180110,Control Tower
20065,Minmatar Control Tower Medium,365,20180110,Control Tower
20066,Minmatar Control Tower Small,365,20180110,Control Tower
20125,Curse,906,20180110,Combat Recon Ship
20175,Simple Reactor Array,438,20180110,Mobile Reactor
20183,Providence,513,20180110,Freighter
20185,Charon,513,20180110,Freighter
20187,Obelisk,513,20180110,Freighter
20189,Fenrir,513,20180110,Freighter
21097,Goru's Shuttle,31,20180110,Shuttle
21628,Guristas Shuttle,31,20180110,Shuttle
22428,Redeemer,898,20180110,Black Ops
22430,Sin,898,20180110,Black Ops
22436,Widow,898,20180110,Black Ops
22440,Panther,898,20180110,Black Ops
22442,Eos,540,20180110,Command Ship
22444,Sleipnir,540,20180110,Command Ship
22446,Vulture,540,20180110,Command Ship
22448,Absolution,540,20180110,Command Ship
22452,Heretic,541,20180110,Interdictor
22456,Sabre,541,20180110,Interdictor
22460,Eris,541,20180110,Interdictor
22464,Flycatcher,541,20180110,Interdictor
22466,Astarte,540,20180110,Command Ship
22468,Claymore,540,20180110,Command Ship
22470,Nighthawk,540,20180110,Command Ship
22474,Damnation,540,20180110,Command Ship
22544,Hulk,543,20180110,Exhumer
22546,Skiff,543,20180110,Exhumer
22548,Mackinaw,543,20180110,Exhumer
22634,Medium Biochemical Reactor Array,438,20180110,Mobile Reactor
22852,Hel,659,20180110,Supercarrier
23055,Templar I,1652,20180110,Light Fighter
23057,Dragonfly I,1652,20180110,Light Fighter
23059,Firbolg I,1652,20180110,Light Fighter
23061,Einherji I,1652,20180110,Light Fighter
23757,Archon,547,20180110,Carrier
23773,Ragnarok,30,20180110,Titan
23911,Thanatos,547,20180110,Carrier
23913,Nyx,659,20180110,Supercarrier
23915,Chimera,547,20180110,Carrier
23917,Wyvern,659,20180110,Supercarrier
23919,Aeon,659,20180110,Supercarrier
24483,Nidhoggur,547,20180110,Carrier
24567,Experimental Laboratory,413,20180110,Laboratory
24574,Small Ship Assembly Array,397,20180110,Assembly Array
24575,Supercapital Ship Assembly Array,397,20180110,Assembly Array
24646,X-Large Ship Maintenance Array,363,20180110,Ship Maintenance Array
24653,Advanced Small Ship Assembly Array,397,20180110,Assembly Array
24654,Medium Ship Assembly Array,397,20180110,Assembly Array
24655,Advanced Medium Ship Assembly Array,397,20180110,Assembly Array
24656,Capital Ship Assembly Array,397,20180110,Assembly Array
24657,Advanced Large Ship Assembly Array,397,20180110,Assembly Array
24658,Ammunition Assembly Array,397,20180110,Assembly Array
24659,Drone Assembly Array,397,20180110,Assembly Array
24660,Component Assembly Array,397,20180110,Assembly Array
24684,Biochemical Reactor Array,438,20180110,Mobile Reactor
24688,Rokh,27,20180110,Battleship
24690,Hyperion,27,20180110,Battleship
24692,Abaddon,27,20180110,Battleship
24694,Maelstrom,27,20180110,Battleship
24696,Harbinger,419,20180110,Combat Battlecruiser
24698,Drake,419,20180110,Combat Battlecruiser
24700,Myrmidon,419,20180110,Combat Battlecruiser
24702,Hurricane,419,20180110,Combat Battlecruiser
25270,Biochemical Silo,404,20180110,Silo
25271,Catalyst Silo,404,20180110,Silo
25280,Hazardous Chemical Silo,404,20180110,Silo
25305,Drug Lab,397,20180110,Assembly Array
25821,General Storage,404,20180110,Silo
26888,Mobile Large Warp Disruptor II,361,20180110,Mobile Warp Disruptor
26890,Mobile Medium Warp Disruptor II,361,20180110,Mobile Warp Disruptor
26892,Mobile Small Warp Disruptor II,361,20180110,Mobile Warp Disruptor
27299,Civilian Amarr Shuttle,31,20180110,Shuttle
27301,Civilian Caldari Shuttle,31,20180110,Shuttle
27303,Civilian Gallente Shuttle,31,20180110,Shuttle
27305,Civilian Minmatar Shuttle,31,20180110,Shuttle
27530,Blood Control Tower,365,20180110,Control Tower
27532,Dark Blood Control Tower,365,20180110,Control Tower
27533,Guristas Control Tower,365,20180110,Control Tower
27535,Dread Guristas Control Tower,365,20180110,Control Tower
27536,Serpentis Control Tower,365,20180110,Control Tower
27538,Shadow Control Tower,365,20180110,Control Tower
27539,Angel Control Tower,365,20180110,Control Tower
27540,Domination Control Tower,365,20180110,Control Tower
27542,Serpentis Large Blaster Battery,449,20180110,Mobile Hybrid Sentry
27544,Shadow Large Blaster Battery,449,20180110,Mobile Hybrid Sentry
27545,Serpentis Large Railgun Battery,449,20180110,Mobile Hybrid Sentry
27547,Shadow Large Railgun Battery,449,20180110,Mobile Hybrid Sentry
27548,Blood Large Pulse Laser Battery,430,20180110,Mobile Laser Sentry
27550,Dark Blood Large Pulse Laser Battery,430,20180110,Mobile Laser Sentry
27551,Blood Large Beam Laser Battery,430,20180110,Mobile Laser Sentry
27553,Dark Blood Large Beam Laser Battery,430,20180110,Mobile Laser Sentry
27554,Angel Large AutoCannon Battery,426,20180110,Mobile Projectile Sentry
27556,Domination Large AutoCannon Battery,426,20180110,Mobile Projectile Sentry
27557,Angel Large Artillery Battery,426,20180110,Mobile Projectile Sentry
27559,Domination Large Artillery Battery,426,20180110,Mobile Projectile Sentry
27560,Guristas XL Torpedo Battery,417,20180110,Mobile Missile Sentry
27562,Dread Guristas XL Torpedo Battery,417,20180110,Mobile Missile Sentry
27563,Serpentis Warp Disruption Battery,443,20180110,Warp Scrambling Battery
27565,Shadow Warp Disruption Battery,443,20180110,Warp Scrambling Battery
27567,Serpentis Warp Scrambling Battery,443,20180110,Warp Scrambling Battery
27569,Shadow Warp Scrambling Battery,443,20180110,Warp Scrambling Battery
27570,Angel Stasis Webification Battery,441,20180110,Stasis Webification Battery
27573,Domination Stasis Webification Battery,441,20180110,Stasis Webification Battery
27574,Guristas Ion Field Projection Battery,439,20180110,Electronic Warfare Battery
27576,Dread Guristas Ion Field Projection Battery,439,20180110,Electronic Warfare Battery
27577,Guristas Phase Inversion Battery,439,20180110,Electronic Warfare Battery
27579,Dread Guristas Phase Inversion Battery,439,20180110,Electronic Warfare Battery
27580,Guristas Spatial Destabilization Battery,439,20180110,Electronic Warfare Battery
27582,Dread Guristas Spatial Destabilization Battery,439,20180110,Electronic Warfare Battery
27583,Guristas White Noise Generation Battery,439,20180110,Electronic Warfare Battery
27585,Dread Guristas White Noise Generation Battery,439,20180110,Electronic Warfare Battery
27589,Blood Control Tower Medium,365,20180110,Control Tower
27591,Dark Blood Control Tower Medium,365,20180110,Control Tower
27592,Blood Control Tower Small,365,20180110,Control Tower
27594,Dark Blood Control Tower Small,365,20180110,Control Tower
27595,Guristas Control Tower Medium,365,20180110,Control Tower
27597,Dread Guristas Control Tower Medium,365,20180110,Control Tower
27598,Guristas Control Tower Small,365,20180110,Control Tower
27600,Dread Guristas Control Tower Small,365,20180110,Control Tower
27601,Serpentis Control Tower Medium,365,20180110,Control Tower
27603,Shadow Control Tower Medium,365,20180110,Control Tower
27604,Serpentis Control Tower Small,365,20180110,Control Tower
27606,Shadow Control Tower Small,365,20180110,Control Tower
27607,Angel Control Tower Medium,365,20180110,Control Tower
27609,Domination Control Tower Medium,365,20180110,Control Tower
27610,Angel Control Tower Small,365,20180110,Control Tower
27612,Domination Control Tower Small,365,20180110,Control Tower
27613,Serpentis Medium Blaster Battery,449,20180110,Mobile Hybrid Sentry
27615,Shadow Medium Blaster Battery,449,20180110,Mobile Hybrid Sentry
27616,Serpentis Medium Railgun Battery,449,20180110,Mobile Hybrid Sentry
27618,Shadow Medium Railgun Battery,449,20180110,Mobile Hybrid Sentry
27619,Serpentis Small Blaster Battery,449,20180110,Mobile Hybrid Sentry
27621,Shadow Small Blaster Battery,449,20180110,Mobile Hybrid Sentry
27622,Serpentis Small Railgun Battery,449,20180110,Mobile Hybrid Sentry
27624,Shadow Small Railgun Battery,449,20180110,Mobile Hybrid Sentry
27625,Blood Medium Beam Laser Battery,430,20180110,Mobile Laser Sentry
27627,Dark Blood Medium Beam Laser Battery,430,20180110,Mobile Laser Sentry
27628,Blood Medium Pulse Laser Battery,430,20180110,Mobile Laser Sentry
27630,Dark Blood Medium Pulse Laser Battery,430,20180110,Mobile Laser Sentry
27631,Blood Small Beam Laser Battery,430,20180110,Mobile Laser Sentry
27633,Dark Blood Small Beam Laser Battery,430,20180110,Mobile Laser Sentry
27634,Blood Small Pulse Laser Battery,430,20180110,Mobile Laser Sentry
27636,Dark Blood Small Pulse Laser Battery,430,20180110,Mobile Laser Sentry
27638,Guristas Cruise Missile Battery,417,20180110,Mobile Missile Sentry
27640,Dread Guristas Cruise Missile Battery,417,20180110,Mobile Missile Sentry
27641,Guristas Torpedo Battery,417,20180110,Mobile Missile Sentry
27643,Dread Guristas Torpedo Battery,417,20180110,Mobile Missile Sentry
27644,Angel Medium Artillery Battery,426,20180110,Mobile Projectile Sentry
27646,Domination Medium Artillery Battery,426,20180110,Mobile Projectile Sentry
27647,Angel Medium AutoCannon Battery,426,20180110,Mobile Projectile Sentry
27649,Domination Medium AutoCannon Battery,426,20180110,Mobile Projectile Sentry
27650,Angel Small Artillery Battery,426,20180110,Mobile Projectile Sentry
27652,Domination Small Artillery Battery,426,20180110,Mobile Projectile Sentry
27653,Angel Small AutoCannon Battery,426,20180110,Mobile Projectile Sentry
27655,Domination Small AutoCannon Battery,426,20180110,Mobile Projectile Sentry
27672,Energy Neutralizing Battery,837,20180110,Energy Neutralizing Battery
27673,Cynosural Generator Array,838,20180110,Cynosural Generator Array
27674,Cynosural System Jammer,839,20180110,Cynosural System Jammer
27675,System Scanning Array,709,20180110,Scanner Array
27766,Sansha Large Beam Laser Battery,430,20180110,Mobile Laser Sentry
27767,Sansha Large Pulse Laser Battery,430,20180110,Mobile Laser Sentry
27768,Sansha Medium Beam Laser Battery,430,20180110,Mobile Laser Sentry
27769,Sansha Medium Pulse Laser Battery,430,20180110,Mobile Laser Sentry
27770,Sansha Small Beam Laser Battery,430,20180110,Mobile Laser Sentry
27771,Sansha Small Pulse Laser Battery,430,20180110,Mobile Laser Sentry
27772,True Sansha Large Beam Laser Battery,430,20180110,Mobile Laser Sentry
27773,True Sansha Large Pulse Laser Battery,430,20180110,Mobile Laser Sentry
27774,True Sansha Medium Beam Laser Battery,430,20180110,Mobile Laser Sentry
27775,True Sansha Medium Pulse Laser Battery,430,20180110,Mobile Laser Sentry
27776,True Sansha Small Beam Laser Battery,430,20180110,Mobile Laser Sentry
27777,True Sansha Small Pulse Laser Battery,430,20180110,Mobile Laser Sentry
27778,Serpentis Sensor Dampening Battery,440,20180110,Sensor Dampening Battery
27779,Shadow Sensor Dampening Battery,440,20180110,Sensor Dampening Battery
27780,Sansha Control Tower,365,20180110,Control Tower
27782,Sansha Control Tower Medium,365,20180110,Control Tower
27784,Sansha Control Tower Small,365,20180110,Control Tower
27786,True Sansha Control Tower,365,20180110,Control Tower
27788,True Sansha Control Tower Medium,365,20180110,Control Tower
27790,True Sansha Control Tower Small,365,20180110,Control Tower
27855,Sansha Energy Neutralizing Battery,837,20180110,Energy Neutralizing Battery
27856,True Sansha Energy Neutralizing Battery,837,20180110,Energy Neutralizing Battery
27857,Blood Energy Neutralizing Battery,837,20180110,Energy Neutralizing Battery
27858,Dark Blood Energy Neutralizing Battery,837,20180110,Energy Neutralizing Battery
27897,Jump Bridge,707,20180110,Jump Portal Array
28351,Design Laboratory,413,20180110,Laboratory
28352,Rorqual,883,20180110,Capital Industrial Ship
28606,Orca,941,20180110,Industrial Command Ship
28659,Paladin,900,20180110,Marauder
28661,Kronos,900,20180110,Marauder
28665,Vargur,900,20180110,Marauder
28710,Golem,900,20180110,Marauder
28770,Syndicate Mobile Large Warp Disruptor,361,20180110,Mobile Warp Disruptor
28772,Syndicate Mobile Medium Warp Disruptor,361,20180110,Mobile Warp Disruptor
28774,Syndicate Mobile Small Warp Disruptor,361,20180110,Mobile Warp Disruptor
28844,Rhea,902,20180110,Jump Freighter
28846,Nomad,902,20180110,Jump Freighter
28848,Anshar,902,20180110,Jump Freighter
28850,Ark,902,20180110,Jump Freighter
29248,Magnate,25,20180110,Frigate
29266,Apotheosis,31,20180110,Shuttle
29336,Scythe Fleet Issue,26,20180110,Cruiser
29337,Augoror Navy Issue,26,20180110,Cruiser
29340,Osprey Navy Issue,26,20180110,Cruiser
29344,Exequror Navy Issue,26,20180110,Cruiser
29613,Large Ship Assembly Array,397,20180110,Assembly Array
29984,Tengu,963,20180110,Strategic Cruiser
29986,Legion,963,20180110,Strategic Cruiser
29988,Proteus,963,20180110,Strategic Cruiser
29990,Loki,963,20180110,Strategic Cruiser
30389,Subsystem Assembly Array,397,20180110,Assembly Array
30655,Hybrid Polymer Silo,404,20180110,Silo
30656,Polymer Reactor Array,438,20180110,Mobile Reactor
30842,InterBus Shuttle,31,20180110,Shuttle
32226,Territorial Claim Unit,1003,20180110,Territorial Claim Unit
32245,Hyasyoda Research Laboratory,413,20180110,Laboratory
32250,Sovereignty Blockade Unit,1005,20180110,Sovereignty Blockade Unit
32305,Armageddon Navy Issue,27,20180110,Battleship
32307,Dominix Navy Issue,27,20180110,Battleship
32309,Scorpion Navy Issue,27,20180110,Battleship
32311,Typhoon Fleet Issue,27,20180110,Battleship
32325,Cyclops I,1653,20180110,Heavy Fighter
32340,Malleus I,1653,20180110,Heavy Fighter
32342,Tyrfing I,1653,20180110,Heavy Fighter
32344,Mantis I,1653,20180110,Heavy Fighter
32458,Infrastructure Hub,1012,20180110,Infrastructure Hub
32788,Cambion,324,20180110,Assault Frigate
32790,Etana,832,20180110,Logistics
32811,Miasmos Amastris Edition,28,20180110,Hauler
32840,InterBus Catalyst,420,20180110,Destroyer
32842,Intaki Syndicate Catalyst,420,20180110,Destroyer
32844,Inner Zone Shipping Catalyst,420,20180110,Destroyer
32846,Quafe Catalyst,420,20180110,Destroyer
32848,Aliastra Catalyst,420,20180110,Destroyer
32872,Algos,420,20180110,Destroyer
32874,Dragoon,420,20180110,Destroyer
32876,Corax,420,20180110,Destroyer
32878,Talwar,420,20180110,Destroyer
32880,Venture,25,20180110,Frigate
32983,Sukuuvestaa Heron,25,20180110,Frigate
32985,Inner Zone Shipping Imicus,25,20180110,Frigate
32987,Sarum Magnate,25,20180110,Frigate
32989,Vherokior Probe,25,20180110,Frigate
33079,Hematos,237,20180110,Corvette
33081,Taipan,237,20180110,Corvette
33083,Violator,237,20180110,Corvette
33099,Nefantar Thrasher,420,20180110,Destroyer
33149,Personal Hangar Array,1212,20180110,Personal Hangar
33151,Brutix Navy Issue,419,20180110,Combat Battlecruiser
33153,Drake Navy Issue,419,20180110,Combat Battlecruiser
33155,Harbinger Navy Issue,419,20180110,Combat Battlecruiser
33157,Hurricane Fleet Issue,419,20180110,Combat Battlecruiser
33190,Tash-Murkon Magnate,25,20180110,Frigate
33328,Capsule - Genolution 'Auroral' 197-variant,29,20180110,Capsule
33395,Moracha,833,20180110,Force Recon Ship
33397,Chremoas,830,20180110,Covert Ops
33468,Astero,25,20180110,Frigate
33470,Stratios,26,20180110,Cruiser
33472,Nestor,27,20180110,Battleship
33474,Mobile Depot,1246,20180110,Mobile Depot
33475,Mobile Tractor Unit,1250,20180110,Mobile Tractor Unit
33476,Mobile Cynosural Inhibitor,1249,20180110,Mobile Cyno Inhibitor
33477,Small Mobile Siphon Unit,1247,20180110,Mobile Siphon Unit
33513,Leopard,31,20180110,Shuttle
33520,'Wetu' Mobile Depot,1246,20180110,Mobile Depot
33522,'Yurt' Mobile Depot,1246,20180110,Mobile Depot
33581,Small Mobile 'Hybrid' Siphon Unit,1247,20180110,Mobile Siphon Unit
