type_id,type_name,group_id,snapshot
19470,Intensive Reprocessing Array,311,20180110
19720,Revelation,485,20180110
19722,Naglfar,485,20180110
19724,Moros,485,20180110
19726,Phoenix,485,20180110
19744,Sigil,28,20180110
20059,Amarr Control Tower Medium,365,20180110
20060,Amarr Control Tower Small,365,20180110
20061,Caldari Control Tower Medium,365,20180110
20062,Caldari Control Tower Small,365,20180110
20063,Gallente Control Tower Medium,365,20180110
20064,Gallente Control Tower Small,365,20180110
20065,Minmatar Control Tower Medium,365,20180110
20066,Minmatar Control Tower Small,365,20180110
20125,Curse,906,20180110
20175,Simple Reactor Array,438,20180110
20183,Providence,513,20180110
20185,Charon,513,20180110
20187,Obelisk,513,20180110
20189,Fenrir,513,20180110
21097,Goru's Shuttle,31,20180110
21628,Guristas Shuttle,31,20180110
22428,Redeemer,898,20180110
22430,Sin,898,20180110
22436,Widow,898,20180110
22440,Panther,898,20180110
22442,Eos,540,20180110
22444,Sleipnir,540,20180110
22446,Vulture,540,20180110
22448,Absolution,540,20180110
22452,Heretic,541,20180110
22456,Sabre,541,20180110
22460,Eris,541,20180110
22464,Flycatcher,541,20180110
22466,Astarte,540,20180110
22468,Claymore,540,20180110
22470,Nighthawk,540,20180110
22474,Damnation,540,20180110
22544,Hulk,543,20180110
22546,Skiff,543,20180110
22548,Mackinaw,543,20180110
22634,Medium Biochemical Reactor Array,438,20180110
22852,Hel,659,20180110
23055,Templar I,1652,20180110
23057,Dragonfly I,1652,20180110
23059,Firbolg I,1652,20180110
23061,Einherji I,1652,20180110
23757,Archon,547,20180110
23773,Ragnarok,30,20180110
23911,Thanatos,547,20180110
23913,Nyx,659,20180110
23915,Chimera,547,20180110
23917,Wyvern,659,20180110
23919,Aeon,659,20180110
24483,Nidhoggur,547,20180110
24567,Experimental Laboratory,413,20180110
24574,Small Ship Assembly Array,397,20180110
24575,Supercapital Ship Assembly Array,397,20180110
24646,X-Large Ship Maintenance Array,363,20180110
24653,Advanced Small Ship Assembly Array,397,20180110
24654,Medium Ship Assembly Array,397,20180110
24655,Advanced Medium Ship Assembly Array,397,20180110
24656,Capital Ship Assembly Array,397,20180110
24657,Advanced Large Ship Assembly Array,397,20180110
24658,Ammunition Assembly Array,397,20180110
24659,Drone Assembly Array,397,20180110
24660,Component Assembly Array,397,20180110
24684,Biochemical Reactor Array,438,20180110
24688,Rokh,27,20180110
24690,Hyperion,27,20180110
24692,Abaddon,27,20180110
24694,Maelstrom,27,20180110
24696,Harbinger,419,20180110
24698,Drake,419,20180110
24700,Myrmidon,419,20180110
24702,Hurricane,419,20180110
25270,Biochemical Silo,404,20180110
25271,Catalyst Silo,404,20180110
25280,Hazardous Chemical Silo,404,20180110
25305,Drug Lab,397,20180110
25821,General Storage,404,20180110
26888,Mobile Large Warp Disruptor II,361,20180110
26890,Mobile Medium Warp Disruptor II,361,20180110
26892,Mobile Small Warp Disruptor II,361,20180110
27299,Civilian Amarr Shuttle,31,20180110
27301,Civilian Caldari Shuttle,31,20180110
27303,Civilian Gallente Shuttle,31,20180110
27305,Civilian Minmatar Shuttle,31,20180110
27530,Blood Control Tower,365,20180110
27532,Dark Blood Control Tower,365,20180110
27533,Guristas Control Tower,365,20180110
27535,Dread Guristas Control Tower,365,20180110
27536,Serpentis Control Tower,365,20180110
27538,Shadow Control Tower,365,20180110
27539,Angel Control Tower,365,20180110
27540,Domination Control Tower,365,20180110
27542,Serpentis Large Blaster Battery,449,20180110
27544,Shadow Large Blaster Battery,449,20180110
27545,Serpentis Large Railgun Battery,449,20180110
27547,Shadow Large Railgun Battery,449,20180110
27548,Blood Large Pulse Laser Battery,430,20180110
27550,Dark Blood Large Pulse Laser Battery,430,20180110
27551,Blood Large Beam Laser Battery,430,20180110
27553,Dark Blood Large Beam Laser Battery,430,20180110
27554,Angel Large AutoCannon Battery,426,20180110
27556,Domination Large AutoCannon Battery,426,20180110
27557,Angel Large Artillery Battery,426,20180110
27559,Domination Large Artillery Battery,426,20180110
27560,Guristas XL Torpedo Battery,417,20180110
27562,Dread Guristas XL Torpedo Battery,417,20180110
27563,Serpentis Warp Disruption Battery,443,20180110
27565,Shadow Warp Disruption Battery,443,20180110
27567,Serpentis Warp Scrambling Battery,443,20180110
27569,Shadow Warp Scrambling Battery,443,20180110
27570,Angel Stasis Webification Battery,441,20180110
27573,Domination Stasis Webification Battery,441,20180110
27574,Guristas Ion Field Projection Battery,439,20180110
27576,Dread Guristas Ion Field Projection Battery,439,20180110
27577,Guristas Phase Inversion Battery,439,20180110
27579,Dread Guristas Phase Inversion Battery,439,20180110
27580,Guristas Spatial Destabilization Battery,439,20180110
27582,Dread Guristas Spatial Destabilization Battery,439,20180110
27583,Guristas White Noise Generation Battery,439,20180110
27585,Dread Guristas White Noise Generation Battery,439,20180110
27589,Blood Control Tower Medium,365,20180110
27591,Dark Blood Control Tower Medium,365,20180110
27592,Blood Control Tower Small,365,20180110
27594,Dark Blood Control Tower Small,365,20180110
27595,Guristas Control Tower Medium,365,20180110
27597,Dread Guristas Control Tower Medium,365,20180110
27598,Guristas Control Tower Small,365,20180110
27600,Dread Guristas Control Tower Small,365,20180110
27601,Serpentis Control Tower Medium,365,20180110
27603,Shadow Control Tower Medium,365,20180110
27604,Serpentis Control Tower Small,365,20180110
27606,Shadow Control Tower Small,365,20180110
27607,Angel Control Tower Medium,365,20180110
27609,Domination Control Tower Medium,365,20180110
27610,Angel Control Tower Small,365,20180110
27612,Domination Control Tower Small,365,20180110
27613,Serpentis Medium Blaster Battery,449,20180110
27615,Shadow Medium Blaster Battery,449,20180110
27616,Serpentis Medium Railgun Battery,449,20180110
27618,Shadow Medium Railgun Battery,449,20180110
27619,Serpentis Small Blaster Battery,449,20180110
27621,Shadow Small Blaster Battery,449,20180110
27622,Serpentis Small Railgun Battery,449,20180110
27624,Shadow Small Railgun Battery,449,20180110
27625,Blood Medium Beam Laser Battery,430,20180110
27627,Dark Blood Medium Beam Laser Battery,430,20180110
27628,Blood Medium Pulse Laser Battery,430,20180110
27630,Dark Blood Medium Pulse Laser Battery,430,20180110
27631,Blood Small Beam Laser Battery,430,20180110
27633,Dark Blood Small Beam Laser Battery,430,20180110
27634,Blood Small Pulse Laser Battery,430,20180110
27636,Dark Blood Small Pulse Laser Battery,430,20180110
27638,Guristas Cruise Missile Battery,417,20180110
27640,Dread Guristas Cruise Missile Battery,417,20180110
27641,Guristas Torpedo Battery,417,20180110
27643,Dread Guristas Torpedo Battery,417,20180110
27644,Angel Medium Artillery Battery,426,20180110
27646,Domination Medium Artillery Battery,426,20180110
27647,Angel Medium AutoCannon Battery,426,20180110
27649,Domination Medium AutoCannon Battery,426,20180110
27650,Angel Small Artillery Battery,426,20180110
27652,Domination Small Artillery Battery,426,20180110
27653,Angel Small AutoCannon Battery,426,20180110
27655,Domination Small AutoCannon Battery,426,20180110
27672,Energy Neutralizing Battery,837,20180110
27673,Cynosural Generator Array,838,20180110
27674,Cynosural System Jammer,839,20180110
27675,System Scanning Array,709,20180110
27766,Sansha Large Beam Laser Battery,430,20180110
27767,Sansha Large Pulse Laser Battery,430,20180110
27768,Sansha Medium Beam Laser Battery,430,20180110
27769,Sansha Medium Pulse Laser Battery,430,20180110
27770,Sansha Small Beam Laser Battery,430,20180110
27771,Sansha Small Pulse Laser Battery,430,20180110
27772,True Sansha Large Beam Laser Battery,430,20180110
27773,True Sansha Large Pulse Laser Battery,430,20180110
27774,True Sansha Medium Beam Laser Battery,430,20180110
27775,True Sansha Medium Pulse Laser Battery,430,20180110
27776,True Sansha Small Beam Laser Battery,430,20180110
27777,True Sansha Small Pulse Laser Battery,430,20180110
27778,Serpentis Sensor Dampening Battery,440,20180110
27779,Shadow Sensor Dampening Battery,440,20180110
27780,Sansha Control Tower,365,20180110
27782,Sansha Control Tower Medium,365,20180110
27784,Sansha Control Tower Small,365,20180110
27786,True Sansha Control Tower,365,20180110
27788,True Sansha Control Tower Medium,365,20180110
27790,True Sansha Control Tower Small,365,20180110
27855,Sansha Energy Neutralizing Battery,837,20180110
27856,True Sansha Energy Neutralizing Battery,837,20180110
27857,Blood Energy Neutralizing Battery,837,20180110
27858,Dark Blood Energy Neutralizing Battery,837,20180110
27897,Jump Bridge,707,20180110
28351,Design Laboratory,413,20180110
28352,Rorqual,883,20180110
28606,Orca,941,20180110
28659,Paladin,900,20180110
28661,Kronos,900,20180110
28665,Vargur,900,20180110
28710,Golem,900,20180110
28770,Syndicate Mobile Large Warp Disruptor,361,20180110
28772,Syndicate Mobile Medium Warp Disruptor,361,20180110
28774,Syndicate Mobile Small Warp Disruptor,361,20180110
28844,Rhea,902,20180110
28846,Nomad,902,20180110
28848,Anshar,902,20180110
28850,Ark,902,20180110
29248,Magnate,25,20180110
29266,Apotheosis,31,20180110
29336,Scythe Fleet Issue,26,20180110
29337,Augoror Navy Issue,26,20180110
29340,Osprey Navy Issue,26,20180110
29344,Exequror Navy Issue,26,20180110
29613,Large Ship Assembly Array,397,20180110
29984,Tengu,963,20180110
29986,Legion,963,20180110
29988,Proteus,963,20180110
29990,Loki,963,20180110
30389,Subsystem Assembly Array,397,20180110
30655,Hybrid Polymer Silo,404,20180110
30656,Polymer Reactor Array,438,20180110
30842,InterBus Shuttle,31,20180110
32226,Territorial Claim Unit,1003,20180110
32245,Hyasyoda Research Laboratory,413,20180110
32250,Sovereignty Blockade Unit,1005,20180110
32305,Armageddon Navy Issue,27,20180110
32307,Dominix Navy Issue,27,20180110
32309,Scorpion Navy Issue,27,20180110
32311,Typhoon Fleet Issue,27,20180110
32325,Cyclops I,1653,20180110
32340,Malleus I,1653,20180110
32342,Tyrfing I,1653,20180110
32344,Mantis I,1653,20180110
32458,Infrastructure Hub,1012,20180110
32788,Cambion,324,20180110
32790,Etana,832,20180110
32811,Miasmos Amastris Edition,28,20180110
32840,InterBus Catalyst,420,20180110
32842,Intaki Syndicate Catalyst,420,20180110
32844,Inner Zone Shipping Catalyst,420,20180110
32846,Quafe Catalyst,420,20180110
32848,Aliastra Catalyst,420,20180110
32872,Algos,420,20180110
32874,Dragoon,420,20180110
32876,Corax,420,20180110
32878,Talwar,420,20180110
32880,Venture,25,20180110
32983,Sukuuvestaa Heron,25,20180110
32985,Inner Zone Shipping Imicus,25,20180110
32987,Sarum Magnate,25,20180110
32989,Vherokior Probe,25,20180110
33079,Hematos,237,20180110
33081,Taipan,237,20180110
33083,Violator,237,20180110
33099,Nefantar Thrasher,420,20180110
33149,Personal Hangar Array,1212,20180110
33151,Brutix Navy Issue,419,20180110
33153,Drake Navy Issue,419,20180110
33155,Harbinger Navy Issue,419,20180110
33157,Hurricane Fleet Issue,419,20180110
33190,Tash-Murkon Magnate,25,20180110
33328,Capsule - Genolution 'Auroral' 197-variant,29,20180110
33395,Moracha,833,20180110
33397,Chremoas,830,20180110
33468,Astero,25,20180110
33470,Stratios,26,20180110
33472,Nestor,27,20180110
33474,Mobile Depot,1246,20180110
33475,Mobile Tractor Unit,1250,20180110
33476,Mobile Cynosural Inhibitor,1249,20180110
33477,Small Mobile Siphon Unit,1247,20180110
33513,Leopard,31,20180110
33520,'Wetu' Mobile Depot,1246,20180110
33522,'Yurt' Mobile Depot,1246,20180110
33581,Small Mobile 'Hybrid' Siphon Unit,1247,20180110
33583,Small Mobile 'Rote' Siphon Unit,1247,20180110
33585,Amarr Encounter Surveillance System,1273,20180110
33589,Mobile Scan Inhibitor,1275,20180110
33591,Mobile Micro Jump Unit,1276,20180110
33595,Caldari Encounter Surveillance System,1273,20180110
33608,Gallente Encounter Surveillance System,1273,20180110
33610,Minmatar Encounter Surveillance System,1273,20180110
33623,Abaddon Tash-Murkon Edition,27,20180110
33625,Abaddon Kador Edition,27,20180110
33627,Rokh Nugoeihuvi Edition,27,20180110
33629,Rokh Wiyrkomi Edition,27,20180110
33631,Maelstrom Nefantar Edition,27,20180110
33633,Maelstrom Krusual Edition,27,20180110
33635,Hyperion Aliastra Edition,27,20180110
33637,Hyperion Inner Zone Shipping Edition,27,20180110
33639,Omen Kador Edition,26,20180110
33641,Omen Tash-Murkon Edition,26,20180110
33643,Caracal Nugoeihuvi Edition,26,20180110
33645,Caracal Wiyrkomi Edition,26,20180110
33647,Stabber Nefantar Edition,26,20180110
33649,Stabber Krusual Edition,26,20180110
33651,Thorax Aliastra Edition,26,20180110
33653,Thorax Inner Zone Shipping Edition,26,20180110
33655,Punisher Kador Edition,25,20180110
33657,Punisher Tash-Murkon Edition,25,20180110
33659,Merlin Nugoeihuvi Edition,25,20180110
33661,Merlin Wiyrkomi Edition,25,20180110
33663,Rifter Nefantar Edition,25,20180110
33665,Rifter Krusual Edition,25,20180110
33667,Incursus Aliastra Edition,25,20180110
33669,Incursus Inner Zone Shipping Edition,25,20180110
33673,Whiptail,831,20180110
33675,Chameleon,833,20180110
33677,Police Pursuit Comet,25,20180110
33683,Mackinaw ORE Development Edition,543,20180110
33687,Rorqual ORE Development Edition,883,20180110
33689,Iteron Inner Zone Shipping Edition,28,20180110
33691,Tayra Wiyrkomi Edition,28,20180110
33693,Mammoth Nefantar Edition,28,20180110
33695,Bestower Tash-Murkon Edition,28,20180110
33697,Prospect,1283,20180110
33700,'Packrat' Mobile Tractor Unit,1250,20180110
33702,'Magpie' Mobile Tractor Unit,1250,20180110
33816,Garmur,25,20180110
33818,Orthrus,26,20180110
33820,Barghest,27,20180110
33867,Thukker Component Assembly Array,397,20180110
33869,Brutix Serpentis Edition,419,20180110
33871,Cyclone Thukker Tribe Edition,419,20180110
33873,Ferox Guristas Edition,419,20180110
33875,Prophecy Blood Raiders Edition,419,20180110
33877,Catalyst Serpentis Edition,420,20180110
33879,Coercer Blood Raiders Edition,420,20180110
33881,Cormorant Guristas Edition,420,20180110
33883,Thrasher Thukker Tribe Edition,420,20180110
34118,Megathron Quafe Edition,27,20180110
34151,Rattlesnake Victory Edition,27,20180110
34317,Confessor,1305,20180110
34328,Bowhead,513,20180110
34339,Moros Interbus Edition,485,20180110
34341,Naglfar Justice Edition,485,20180110
34343,Phoenix Wiyrkomi Edition,485,20180110
34345,Revelation Sarum Edition,485,20180110
34441,Dominix Quafe Edition,27,20180110
34443,Tristan Quafe Edition,25,20180110
34445,Vexor Quafe Edition,26,20180110
34496,Council Diplomatic Shuttle,31,20180110
34562,Svipul,1305,20180110
34590,Victorieux Luxury Yacht,26,20180110
34828,Jackdaw,1305,20180110
35683,Hecate,1305,20180110
35779,Imp,831,20180110
35781,Fiend,894,20180110
35825,Raitaru,1404,20180110
35826,Azbel,1404,20180110
35827,Sotiyo,1404,20180110
35832,Astrahus,1657,20180110
35833,Fortizar,1657,20180110
35834,Keepstar,1657,20180110
35835,Athanor,1406,20180110
35836,Tatara,1406,20180110
35840,Medium Stargate,1408,20180110
35841,X-Large Stargate,1408,20180110
37135,Endurance,1283,20180110
37453,Crucifier Navy Issue,25,20180110
37454,Vigil Fleet Issue,25,20180110
37455,Griffin Navy Issue,25,20180110
37456,Maulus Navy Issue,25,20180110
37457,Deacon,1527,20180110
37458,Kirin,1527,20180110
37459,Thalia,1527,20180110
37460,Scalpel,1527,20180110
37480,Bifrost,1534,20180110
37481,Pontifex,1534,20180110
37482,Stork,1534,20180110
37483,Magus,1534,20180110
37534,Large Stargate,1408,20180110
37599,Cenobite I,1537,20180110
37604,Apostle,1538,20180110
37605,Minokawa,1538,20180110
37606,Lif,1538,20180110
37607,Ninazu,1538,20180110
40345,Scarab I,1537,20180110
40346,Siren I,1537,20180110
40347,Dromi I,1537,20180110
40358,Equite I,1652,20180110
40359,Locust I,1652,20180110
40360,Satyr I,1652,20180110
40361,Gram I,1652,20180110
40362,Ametat I,1653,20180110
40363,Termite I,1653,20180110
40364,Antaeus I,1653,20180110
40365,Gungnir I,1653,20180110
40552,Equite II,1652,20180110
40553,Gram II,1652,20180110
40554,Locust II,1652,20180110
40555,Satyr II,1652,20180110
40556,Templar II,1652,20180110
40557,Dragonfly II,1652,20180110
40558,Firbolg II,1652,20180110
40559,Einherji II,1652,20180110
40560,Ametat II,1653,20180110
40561,Malleus II,1653,20180110
40562,Antaeus II,1653,20180110
40563,Cyclops II,1653,20180110
40564,Gungnir II,1653,20180110
40565,Tyrfing II,1653,20180110
40566,Termite II,1653,20180110
40567,Mantis II,1653,20180110
40568,Cenobite II,1537,20180110
40569,Scarab II,1537,20180110
40570,Siren II,1537,20180110
40571,Dromi II,1537,20180110
41030,'Excavator' Mining Drone,101,20180110
42124,Vehement,485,20180110
42125,Vendetta,659,20180110
42126,Vanquisher,30,20180110
42241,Molok,30,20180110
42242,Dagon,1538,20180110
42243,Chemosh,485,20180110
42244,Porpoise,941,20180110
42245,Rabisu,832,20180110
42246,Caedes,830,20180110
42685,Sunesis,420,20180110
43681,'Excavator' Ice Harvesting Drone,101,20180110
44993,Pacifier,830,20180110
44995,Enforcer,833,20180110
44996,Marshal,898,20180110
45006,♦ Sotiyo,1876,20180110
45470,♦ Chemosh,1880,20180110
45474,♦ Chemosh,1880,20180110
45530,Virtuoso,834,20180110
45531,Victor,833,20180110
45534,Prototype Seven,540,20180110
45645,Loggerhead,1538,20180110
45647,Caiman,485,20180110
45649,Komodo,30,20180110
46363,Guristas Forward Operating Base,1924,20180110
46364,Blood Raider Forward Operating Base,1924,20180110
46653,♦ Caiman,1880,20180110
46654,♦ Caiman,1880,20180110
47035,Standup Templar I,1652,20180110
47036,Standup Gram I,1652,20180110
47037,Standup Siren I,1537,20180110
47038,Standup Mantis I,1653,20180110
47039,Standup Gungnir I,1653,20180110
47116,Standup Malleus I,1653,20180110
47117,Standup Cyclops I,1653,20180110
47118,Standup Tyrfing I,1653,20180110
47119,Standup Malleus II,1653,20180110
47120,Standup Mantis II,1653,20180110
47121,Standup Cyclops II,1653,20180110
47122,Standup Tyrfing II,1653,20180110
47123,Standup Shadow,1653,20180110
47124,Standup Ametat I,1653,20180110
47125,Standup Termite I,1653,20180110
47126,Standup Antaeus I,1653,20180110
47127,Standup Ametat II,1653,20180110
47128,Standup Termite II,1653,20180110
47129,Standup Antaeus II,1653,20180110
47130,Standup Gungnir II,1653,20180110
351071,Assault C-I,351064,20180110
351252,Saga,351210,20180110
351253,Methana,351210,20180110
351278,Gunnlogi C-I,351210,20180110
351354,Myron,351210,20180110
351355,Grimsnes,351210,20180110
351824,Madrugar G-I,351210,20180110
352415,Sentinel A-I,351064,20180110
352587,Scout G-I,351064,20180110
352588,Logistics M-I,351064,20180110
352591,Frontline - CA,351064,20180110
352592,Militia Amarr Heavy Frame,351064,20180110
352593,Militia Minmatar Medium Frame,351064,20180110
352596,Militia Gallente Light Frame,351064,20180110
353486,Onikuma,351210,20180110
353759,Scout G/1-Series,351064,20180110
353760,Scout gk.0,351064,20180110
353763,Assault C/1-Series,351064,20180110
353764,Assault ck.0,351064,20180110
353766,Sentinel A/1-Series,351064,20180110
353767,Sentinel ak.0,351064,20180110
353768,Logistics M/1-Series,351064,20180110
353769,Logistics mk.0,351064,20180110
353808,Baloch,351210,20180110
353884,Python,351210,20180110
353886,Incubus,351210,20180110
354934,Sniper - CA,351064,20180110
354935,Armor AV - CA,351064,20180110
354941,Militia Caldari Medium Frame,351064,20180110
355374,Sica,351210,20180110
355423,Onikuma - Impact,351210,20180110
355424,Baloch - Impact,351210,20180110
355430,'Dragonfly' Scout [nSv],351064,20180110
355470,Soma,351210,20180110
355472,Viper,351210,20180110
355473,Gorgon,351210,20180110
355720,'Skinweave' Militia Caldari Medium Frame,351064,20180110
355767,'Skinweave' Militia Gallente Light Frame,351064,20180110
355768,'Skinweave' Militia Minmatar Medium Frame,351064,20180110
355771,'Skinweave' Militia Amarr Heavy Frame,351064,20180110
355772,Guristas Saga,351210,20180110
356015,'Primordial' Militia Caldari Medium Frame,351064,20180110
356022,'Fossil' Militia Minmatar Medium Frame,351064,20180110
