type_id,blueprint_id,material_type_id,quantity,snapshot
644,998,38,34656,2014-07-10
644,998,39,9122,2014-07-10
644,998,40,2400,2014-07-10
645,999,34,11564444,2014-07-10
645,999,35,2892889,2014-07-10
645,999,36,728333,2014-07-10
645,999,37,181211,2014-07-10
645,999,38,45133,2014-07-10
645,999,39,10322,2014-07-10
645,999,40,3778,2014-07-10
671,1002,21009,444,2014-07-10
671,1002,21011,444,2014-07-10
671,1002,21013,444,2014-07-10
671,1002,21017,444,2014-07-10
671,1002,21019,556,2014-07-10
671,1002,21021,222,2014-07-10
671,1002,21023,333,2014-07-10
671,1002,21025,556,2014-07-10
671,1002,21035,444,2014-07-10
671,1002,21037,556,2014-07-10
671,1002,24545,556,2014-07-10
671,1002,24547,556,2014-07-10
671,1002,24556,556,2014-07-10
671,1002,24558,556,2014-07-10
671,1002,24560,556,2014-07-10
377,1010,34,916,2014-07-10
377,1010,35,64,2014-07-10
377,1010,36,29,2014-07-10
377,1010,38,4,2014-07-10
380,1013,377,1,2014-07-10
380,1013,3685,3,2014-07-10
380,1013,11399,2,2014-07-10
380,1013,11484,2,2014-07-10
380,1013,11558,3,2014-07-10
393,1026,34,458,2014-07-10
393,1026,35,610,2014-07-10
393,1026,36,51,2014-07-10
393,1026,37,4,2014-07-10
393,1026,38,3,2014-07-10
394,1027,393,1,2014-07-10
394,1027,3685,2,2014-07-10
394,1027,9838,3,2014-07-10
394,1027,11399,2,2014-07-10
394,1027,11484,2,2014-07-10
399,1032,34,1327,2014-07-10
399,1032,35,481,2014-07-10
399,1032,36,113,2014-07-10
400,1033,399,1,2014-07-10
400,1033,9838,2,2014-07-10
400,1033,11399,2,2014-07-10
400,1033,11484,2,2014-07-10
400,1033,11556,3,2014-07-10
434,1067,34,3967,2014-07-10
434,1067,35,2131,2014-07-10
434,1067,36,228,2014-07-10
434,1067,37,13,2014-07-10
434,1067,38,2,2014-07-10
438,1071,439,1,2014-07-10
438,1071,11399,2,2014-07-10
438,1071,11475,2,2014-07-10
438,1071,11530,3,2014-07-10
438,1071,11531,15,2014-07-10
438,1071,11549,8,2014-07-10
439,1072,34,708,2014-07-10
439,1072,35,643,2014-07-10
439,1072,36,1,2014-07-10
439,1072,38,1,2014-07-10
440,1073,434,1,2014-07-10
440,1073,11399,17,2014-07-10
440,1073,11475,2,2014-07-10
440,1073,11530,24,2014-07-10
440,1073,11531,15,2014-07-10
440,1073,11549,8,2014-07-10
442,1074,34,589,2014-07-10
442,1074,35,3,2014-07-10
442,1074,36,14,2014-07-10
443,1075,34,551,2014-07-10
443,1075,36,34,2014-07-10
444,1076,34,1111,2014-07-10
447,1079,34,502,2014-07-10
447,1079,35,297,2014-07-10
447,1079,36,334,2014-07-10
447,1079,37,197,2014-07-10
447,1079,39,2,2014-07-10
448,1080,447,1,2014-07-10
448,1080,9840,6,2014-07-10
448,1080,9842,11,2014-07-10
448,1080,11399,8,2014-07-10
448,1080,11483,2,2014-07-10
448,1080,11534,3,2014-07-10
448,1080,11540,9,2014-07-10
519,1095,520,1,2014-07-10
519,1095,3689,6,2014-07-10
519,1095,9842,2,2014-07-10
519,1095,11399,8,2014-07-10
519,1095,11483,2,2014-07-10
519,1095,11538,8,2014-07-10
520,1096,34,773,2014-07-10
520,1096,35,491,2014-07-10
520,1096,36,518,2014-07-10
520,1096,37,3,2014-07-10
520,1096,39,2,2014-07-10
523,1099,34,858,2014-07-10
523,1099,35,288,2014-07-10
523,1099,40,2,2014-07-10
524,1100,34,470,2014-07-10
524,1100,35,6827,2014-07-10
526,1102,34,862,2014-07-10
526,1102,35,792,2014-07-10
526,1102,36,529,2014-07-10
527,1103,526,1,2014-07-10
527,1103,9840,9,2014-07-10
527,1103,9842,6,2014-07-10
527,1103,11399,8,2014-07-10
527,1103,11483,2,2014-07-10
527,1103,11538,3,2014-07-10
529,1105,34,7396,2014-07-10
529,1105,35,967,2014-07-10
529,1105,38,3,2014-07-10
529,1105,40,1,2014-07-10
530,1106,34,2093,2014-07-10
530,1106,35,1532,2014-07-10
530,1106,36,22,2014-07-10
530,1106,37,138,2014-07-10
530,1106,40,1,2014-07-10
533,1109,34,520,2014-07-10
533,1109,35,39,2014-07-10
533,1109,36,198,2014-07-10
533,1109,37,96,2014-07-10
533,1109,39,1,2014-07-10
533,1109,40,1,2014-07-10
561,1112,34,231,2014-07-10
561,1112,35,220,2014-07-10
562,1113,34,996,2014-07-10
562,1113,35,300,2014-07-10
562,1113,39,1,2014-07-10
563,1114,34,1667,2014-07-10
563,1114,35,144,2014-07-10
563,1114,36,83,2014-07-10
563,1114,37,22,2014-07-10
564,1115,34,1596,2014-07-10
564,1115,35,690,2014-07-10
564,1115,36,144,2014-07-10
565,1116,34,2729,2014-07-10
565,1116,35,148,2014-07-10
565,1116,36,171,2014-07-10
565,1116,39,2,2014-07-10
566,1117,34,4453,2014-07-10
566,1117,35,1287,2014-07-10
566,1117,36,1199,2014-07-10
566,1117,40,1,2014-07-10
567,1118,34,827,2014-07-10
567,1118,35,598,2014-07-10
567,1118,36,493,2014-07-10
568,1119,34,9089,2014-07-10
568,1119,35,2786,2014-07-10
568,1119,36,2827,2014-07-10
568,1119,37,14,2014-07-10
568,1119,38,1,2014-07-10
569,1120,34,4529,2014-07-10
569,1120,35,1643,2014-07-10
569,1120,36,2413,2014-07-10
569,1120,38,1,2014-07-10
570,1121,34,9133,2014-07-10
570,1121,35,2981,2014-07-10
570,1121,36,3599,2014-07-10
570,1121,37,2,2014-07-10
570,1121,38,18,2014-07-10
571,1122,34,45551,2014-07-10
571,1122,35,12150,2014-07-10
571,1122,36,6060,2014-07-10
571,1122,37,1596,2014-07-10
571,1122,38,126,2014-07-10
571,1122,39,8,2014-07-10
572,1123,34,13683,2014-07-10
572,1123,35,4117,2014-07-10
572,1123,36,3851,2014-07-10
572,1123,39,1,2014-07-10
572,1123,40,4,2014-07-10
573,1124,34,91067,2014-07-10
573,1124,35,23527,2014-07-10
573,1124,36,8613,2014-07-10
573,1124,37,2294,2014-07-10
573,1124,38,324,2014-07-10
573,1124,39,9,2014-07-10
573,1124,40,26,2014-07-10
574,1125,34,113880,2014-07-10
574,1125,35,29214,2014-07-10
574,1125,36,9747,2014-07-10
574,1125,37,2650,2014-07-10
574,1125,38,411,2014-07-10
574,1125,39,21,2014-07-10
574,1125,40,37,2014-07-10
575,1126,34,68307,2014-07-10
575,1126,35,17839,2014-07-10
575,1126,36,7197,2014-07-10
575,1126,37,1951,2014-07-10
575,1126,38,234,2014-07-10
575,1126,39,6,2014-07-10
575,1126,40,13,2014-07-10
577,1128,34,242,2014-07-10
577,1128,35,148,2014-07-10
577,1128,36,569,2014-07-10
577,1128,39,1,2014-07-10
577,1128,40,1,2014-07-10
578,1129,34,8071,2014-07-10
578,1129,35,7488,2014-07-10
578,1129,36,219,2014-07-10
578,1129,37,2,2014-07-10
215,1130,34,27,2014-07-10
215,1130,35,21,2014-07-10
216,1131,34,38,2014-07-10
216,1131,35,32,2014-07-10
217,1132,34,58,2014-07-10
217,1132,35,23,2014-07-10
217,1132,37,1,2014-07-10
218,1133,34,118,2014-07-10
218,1133,36,1,2014-07-10
218,1133,37,2,2014-07-10
219,1134,34,58,2014-07-10
219,1134,35,64,2014-07-10
219,1134,36,1,2014-07-10
220,1135,34,69,2014-07-10
220,1135,35,76,2014-07-10
220,1135,36,1,2014-07-10
221,1136,34,164,2014-07-10
221,1136,35,17,2014-07-10
221,1136,37,3,2014-07-10
222,1137,34,204,2014-07-10
222,1137,35,17,2014-07-10
222,1137,38,1,2014-07-10
223,1138,34,164,2014-07-10
223,1138,35,17,2014-07-10
223,1138,37,3,2014-07-10
224,1139,34,224,2014-07-10
224,1139,35,3,2014-07-10
224,1139,36,23,2014-07-10
225,1140,34,136,2014-07-10
225,1140,35,166,2014-07-10
225,1140,36,2,2014-07-10
226,1141,34,412,2014-07-10
226,1141,35,2,2014-07-10
226,1141,36,3,2014-07-10
226,1141,37,3,2014-07-10
226,1141,38,1,2014-07-10
227,1142,34,450,2014-07-10
227,1142,36,32,2014-07-10
227,1142,38,1,2014-07-10
228,1143,34,257,2014-07-10
228,1143,35,300,2014-07-10
228,1143,36,4,2014-07-10
