date,baseline_payout,baseline_ratio,adjusted_payout,adjusted_ratio
2018-02-12,115764124593.92,,111599500088.594,
2018-02-13,110388369139.28,,107634405059.371,
2018-02-14,121215522060.73,,117851773333.679,
2018-02-15,97833169845.4,,94007402583.7285,
2018-02-16,161724970376.25,,157167933071.151,
2018-02-17,179909875398.8,,175119051494.886,
2018-02-18,146150560265.13,,141951052320.685,
2018-02-19,126781428799.95,,122028985038.125,
2018-02-20,169837290883.46,,165290036028.73,
2018-02-21,164152076029.08,,160916706396.203,
2018-02-22,120892950530.78,,116356655559.195,
2018-02-23,180917920414.18,,176390661344.364,
2018-02-24,274265169030.54,,245756353585.983,
2018-02-25,149616345019.76,,144231918819.712,
2018-02-26,156116574457.67,,152306264978.116,
2018-02-27,206304697935.64,,200425077353.934,
2018-02-28,128728507116.33,,123850265727.943,
2018-03-01,149468912930.44,,143697702441.834,
2018-03-02,150549103916.57,,120791634786.319,
2018-03-03,244624220568.59,,239333801296.515,
2018-03-04,212251190005.88,,207134962905.602,
2018-03-05,182363361252.76,,176286242209.16,
2018-03-06,146959975357,,141816183013.532,
2018-03-07,135460950042.5,,130877845466.934,
2018-03-08,107213400433.89,,101298076744.873,
2018-03-09,136240787946.87,,130270447283.789,
2018-03-10,262106031399.7,,235358196632.328,
2018-03-11,155534403265.97,,149181695811.251,
2018-03-12,127136379711.8,,120494900209.248,
2018-03-13,118453414117.41,,113741034826.257,
2018-03-14,107666021376.38,,104101279421.963,
2018-03-15,124462160057.13,,117749210472.512,
2018-03-16,123217796320.45,,117686174667.501,
2018-03-17,242893358869.75,,236853261693.535,
2018-03-18,174302697422.4,,168828429058.173,
2018-03-19,108396861723.9,,102786030977.335,
2018-03-20,128583894246.02,,122937538225.999,
2018-03-21,141211303880.46,,135096066966.011,
2018-03-22,109836525144.87,,103409057500.802,
2018-03-23,135814437289.87,,129596064442.485,
2018-03-24,250892744433.62,,245500419081.088,
2018-03-25,201933490201.87,,196328814343.207,
2018-03-26,127399982524.66,0.864332248235982,121588352293.227,0.86009582912752
2018-03-27,85512198826.36,0.583956239757483,81147561695.514,0.577984045115234
2018-03-28,155027385871.61,1.05901457780891,148394151937.997,1.05722433834133
2018-03-29,162403205383.67,1.10647627483276,156842564468.267,1.11448880634613
2018-03-30,126379581233.4,0.858315316671897,119804788044.628,0.848499014506906
2018-03-31,218895652396.28,1.48420686623578,212106687999.634,1.49987594455142
2018-04-01,247062907957.68,1.66186365963248,241144389727.051,1.69121268709803
2018-04-02,140339298019.91,0.935132321257721,135063131840.218,0.937984721640163
2018-04-03,108904159231.17,0.722675487934087,104050773775.164,0.719472347892166
2018-04-04,142653638847.11,0.945142473884445,137597143678.673,0.94979642461725
2018-04-05,108906783983.45,0.719646287314606,104526327324.657,0.719553424992023
2018-04-06,132238751814.19,0.875560499724299,126410688732.388,0.871954842171201
2018-04-07,190883687695.29,1.26104311072696,186627547177.353,1.28436241925857
2018-04-08,135685954852.17,0.891652995649282,131070803558.457,0.896977638577481
2018-04-09,179679318815.41,1.18300782965749,175180343233.072,1.20109006660179
2018-04-10,76789065768.63,0.503505547261741,71231789468.5425,0.48626469301395
2018-04-11,95740992725.12,0.632530246118688,91254164227.8365,0.627846451180787
2018-04-12,161879331277.38,1.0790665247643,156084760101.78,1.0838416487614
2018-04-13,101664464398.08,0.674545317538301,96977056722.711,0.670353992168493
2018-04-14,143294158566.15,0.953972187814901,137942221034.253,0.956715605827524
2018-04-15,229713390328.59,1.53167003379521,225378736678.966,1.56560936355327
2018-04-16,175318008812.67,1.16005311808426,170804222996.319,1.17698815155214
2018-04-17,132711444566.62,0.876065092420599,129243833952.827,0.888353909356491
2018-04-18,214429685697.78,1.41275647200952,209712450100.616,1.438198361251
2018-04-19,147040755443.72,0.963982208844044,142116737601.762,0.969479326548657
2018-04-20,362646583100.56,2.37500985027946,357153173528.788,2.43380501442642
2018-04-21,152067257071.94,0.976409360728192,145954013565.327,0.974388108604425
2018-04-22,183868710923.78,1.17648231341183,178389818112.521,1.18670047978163
2018-04-23,381295306791.08,2.43025865380668,375909757963.341,2.49074521131708
2018-04-24,405845457522.55,2.53348337122199,375018846335.177,2.43171825821196
2018-04-25,223497943713.04,1.36538393887669,193706301741.443,1.23055397057061
2018-04-26,91887719191.59,0.557550104516628,87728799361.746,0.554390336070411
2018-04-27,137393748993.96,0.83560929214716,131466391539.738,0.832740915099551
2018-04-28,135587110251.49,0.824326206166195,130570520300.302,0.826802171989934
2018-04-29,126255188436.24,0.769936598885959,120756434010.026,0.767087098476789
2018-04-30,135852361226.34,0.830608332920433,131561781971.519,0.837998460952506
2018-05-01,160751731136.76,0.981153256973751,155694935625.26,0.989858342898443
2018-05-02,218851561059.77,1.35616221385602,213511540084.045,1.37901377515513
2018-05-03,432504420578.28,2.66097906453475,426483155065.246,2.7341971731219
2018-05-04,154695775295.39,0.929226891412659,149106104249.993,0.932441051516317
2018-05-05,135273636092.59,0.809614314059403,129580798673.785,0.807322148612463
2018-05-06,189947726113.04,1.14507108037926,184208986590.077,1.15635863699358
2018-05-07,152343081054.77,0.916877950446842,147812510960.234,0.92636869759668
2018-05-08,140227147393.99,0.841752015930718,133890481050.88,0.836855686149914
2018-05-09,132321557497.97,0.792606442314297,125988281806.942,0.785929122638122
2018-05-10,105403115842.91,0.63086528902748,102297488210.96,0.637757917017623
2018-05-11,116853597723.13,0.699022385541209,110121561365.774,0.686113744762643
2018-05-12,212259234109.47,1.27381277308246,206241551941.75,1.2894902832993
2018-05-13,150969837122.63,0.903913011192719,144664275079.479,0.902398386706001
2018-05-14,248500002467.37,1.48735175391791,241937258436.385,1.50887156779143
2018-05-15,270883222883.65,1.60738178718226,266367992596.153,1.64657794620641
2018-05-16,196758567084.05,1.15926201100697,190601055980.728,1.1695184401648
2018-05-17,263738392744.47,1.5503480093283,256689803974.258,1.57162781134855
2018-05-18,148857209859.95,0.866374968642126,142754289844.865,0.865188097422947
2018-05-19,173770746355.27,1.01362779266845,167967997645.232,1.02047690861915
2018-05-20,381371769065.23,2.2402255724948,374960436350.084,2.29093301902075
2018-05-21,223624193802.11,1.29264703742572,218210215688,1.31121554374144
2018-05-22,199598109024.63,1.14843054844563,192600368629.616,1.15189654400978
2018-05-23,307140416612.04,1.76801047681386,301175107474.387,1.80226004546562
2018-05-24,384217181429.8,2.18497796501264,351792513791.411,2.07889770760545
2018-05-25,130579804321.25,0.730968262333415,123396224700.61,0.718681725448944
2018-05-26,228911532102.14,1.28312366410274,222744962659.514,1.2970723398808
2018-05-27,243718351309.96,1.36755459936926,238125190112.297,1.38822981336417
2018-05-28,159221697174.5,0.891552164300292,152877324266.797,0.889336300425784
2018-05-29,250616787393.26,1.40548151555065,244292131242.968,1.42343308413343
2018-05-30,134567050521,0.749477427543248,129858917167.689,0.751316882223421
2018-05-31,130877466101.57,0.728971321603599,124933072632.593,0.722868452630357
2018-06-01,407913226200.04,2.26846679648284,402240211304.843,2.32359734782299
2018-06-02,149458318293.35,0.816475185779471,145040964980.986,0.822466813564624
2018-06-03,130082855608.52,0.715873534780282,124989390046.327,0.713110559437175
2018-06-04,184233794348.42,1.0155710392685,179176439650.659,1.0239501797486
2018-06-05,108331525772.09,0.594937893467693,104610428111.241,0.595446207307402
2018-06-06,182205437340.7,1.00130318433506,176480704096.801,1.00515622752205
2018-06-07,249211067656.64,1.36288398072129,243442535922.422,1.37976987238861
2018-06-08,114904534105.53,0.623326724763185,110311588700.898,0.619959966910023
2018-06-09,200887093127.77,1.09034475525251,195672514256.477,1.10023806745104
2018-06-10,154914138200.67,0.843108052673557,148794921330.685,0.838964865532738
2018-06-11,180997550322.82,0.986303972376604,171500321966.079,0.968289014694088
2018-06-12,132134076874.54,0.716658564777081,123392974463.441,0.693472582473272
2018-06-13,141132482419.14,0.765287993404008,132383232322.213,0.74397545818266
2018-06-14,121482040000.68,0.658737223904796,112139923552.383,0.630325264573689
2018-06-15,96326738071.85,0.521940046759823,87204116403.5355,0.489877837515582
2018-06-16,174393923632.59,0.947354983468201,169470220669.587,0.954722548267852
2018-06-17,212923324309.1,1.1624077427627,206950860356.253,1.17184772796131
2018-06-18,118934695264.2,0.648834207336949,113200879069.646,0.640535033003818
2018-06-19,129009355905.6,0.704182474878878,123370690710.569,0.698474456312671
2018-06-20,180885608672.27,0.984560093653762,175060469837.342,0.98830830945946
2018-06-21,89500461307.3,0.48633599448391,84774348347.06,0.477739519377758
2018-06-22,110823082067.82,0.605054298262635,105998318700.999,0.600247784587052
2018-06-23,273291546508.36,1.49358404139127,267743476574.329,1.51759154034151
2018-06-24,128363031583.43,0.699051452655093,123570517833.998,0.697787981015442
2018-06-25,119142448878.86,0.653869024900386,115512806275.329,0.657483714719788
2018-06-26,192482817107.54,1.0578353515999,186539495350.709,1.06316671187543
2018-06-27,115681750295.03,0.632299201595727,110054323453.293,0.623754604560056
2018-06-28,106458018937.58,0.582906692280796,102061710336.072,0.579531885432217
2018-06-29,152077377409.84,0.832826630071356,146322239577.983,0.830992672825135
2018-06-30,216561179424.34,1.18442961335886,211138216457.522,1.1974832439493
2018-07-01,101065158023.57,0.551829142093511,96684368882.406,0.547445300813734
2018-07-02,128960304611.11,0.705728511225124,123213104100.988,0.699276894536081
2018-07-03,157136337385.52,0.862771187763521,151297994224.487,0.861693829186394
2018-07-04,155430720405.65,0.848947812794808,149609458504.37,0.847476409841003
2018-07-05,100207446952.56,0.545207493502184,95417983779.9005,0.538385196667182
2018-07-06,146353094192.98,0.799469721498973,141590259901.113,0.802175968798441
2018-07-07,120079408111.64,0.65404609354202,115053993550.118,0.649879954922148
2018-07-08,125231445017.78,0.683136432849285,119923959136.305,0.678432017207537
2018-07-09,87518817448.34,0.480675812336429,82620577690.01,0.470743158329919
2018-07-10,117705296641.95,0.650200285992852,112449413793.688,0.644552778087877
2018-07-11,205003780027.41,1.13355293094986,201063293035.87,1.15380407816
2018-07-12,122738841018.1,0.679096520742939,118034067032.273,0.677740343731589
2018-07-13,167730469696.07,0.929516672142708,143032088166.256,0.822630805292238
2018-07-14,315521009199.03,1.77130927695874,311220662114.817,1.81657804645591
2018-07-15,312597887978.97,1.73593574873255,308257640394.014,1.7788547578517
2018-07-16,97540861421.72,0.537098392138907,91243619832.9245,0.521881223534771
2018-07-17,79016449432.82,0.443342186203833,72933030320.5875,0.425396682804765
2018-07-18,79608058036.28,0.456630001284114,73562746514.1975,0.438262588398016
2018-07-19,426799586114.16,2.47240549961199,421889727807.022,2.53508167519513
2018-07-20,147975813344.08,0.837856861005535,142664342716.911,0.837238580631213
2018-07-21,138869439356.86,0.785735013542929,133123312382.611,0.780635463481344
2018-07-22,154979862640.6,0.876695318812145,150574993711.566,0.882814844145617
2018-07-23,212757696845.59,1.20121128288126,207569786183.169,1.21444534732772
2018-07-24,178175442696.2,1.00078977197859,172959830888.298,1.00662090768648
2018-07-25,197625339123.32,1.10874569316575,194546795395.098,1.1309035868937
2018-07-26,118830322579.02,0.667625210026595,113725771852.216,0.661958463904757
2018-07-27,331582601200.37,1.9028546139345,327296414984.781,1.94728104620198
2018-07-28,442198484218.29,2.50734637147125,437531513677.356,2.57069064666575
2018-07-29,107285889690.33,0.59598300517319,102781309766.425,0.591152211568504
2018-07-30,80195696375.99,0.447943209414095,74917255315.3555,0.433306476540994
2018-07-31,128651314187.68,0.722062273417447,123598742287.242,0.718476664887104
2018-08-01,626806939367.23,3.52071004438813,621732578145.157,3.61669311629035
2018-08-02,309472307334.19,1.68263741198037,305026136815.447,1.71547955905573
2018-08-03,118982460045.66,0.638487931381836,114489017121.66,0.635268283840209
2018-08-04,156722641589.54,0.840896281338878,152152492711.679,0.844009127462684
2018-08-05,153310444945.83,0.825516560230077,148468080472.932,0.826523478502698
2018-08-06,105860292429.47,0.569930604988696,101583109289.713,0.565371788754731
2018-08-07,240486300108.88,1.3066759319364,235776200584.92,1.32455563852085
2018-08-08,503571413437.96,2.74153231924096,497990923684.317,2.80337454097355
2018-08-09,159621412187.62,0.852064021126798,154579765943.521,0.852622371351222
2018-08-10,190446163358.96,1.02337860073181,184829150758.507,1.02635182632802
2018-08-11,163078424051.22,0.873990484657962,157401230854.263,0.871620888736255
2018-08-12,186883020135.33,1.00225080387871,181217384003.458,1.00420411464523
2018-08-13,141948846976.38,0.770841161184821,136661133377.028,0.767103044733904
2018-08-14,110677900258.02,0.604217286782645,105429368998.814,0.595036231791808
2018-08-15,155959189975.43,0.856367699331395,150670789494.35,0.855385737244196
2018-08-16,102283804456.1,0.567243404002803,96170936680.9205,0.551590799211249
2018-08-17,153067900948.7,0.864981186368307,147399092799.732,0.860428966097537
2018-08-18,140482149851.02,0.792660384466,135555293696.831,0.789974151330858
2018-08-19,141949917652.37,0.805728148977874,112147660842.914,0.657539178199362
2018-08-20,188999959513.39,1.08021942032372,184042179857.378,1.0886405207273
2018-08-21,86383861480.44,0.492724128962313,80949263163.035,0.477780008318802
2018-08-22,143032768320.07,0.825044198325421,137871203595.517,0.823193533411002
2018-08-23,193591735629.52,1.11603055980494,188225783592.955,1.12320810852024
2018-08-24,122944592557.88,0.705721738740365,117352052270.078,0.697145555083473
2018-08-25,169513382613.72,0.992358684900235,163868675564.595,0.993500638413338
2018-08-26,180059215909.28,1.05262445615806,175432221378.839,1.06216455172288
2018-08-27,133441166805.56,0.777391930989982,127958428074.815,0.771925136390252
2018-08-28,121112443999.85,0.708062414440603,116562600054.105,0.705774451639187
2018-08-29,161134228922.8,0.941205438781951,156254417818.401,0.945289887935023
2018-08-30,185358115773.93,1.08428896613163,180926107317.832,1.09614256777907
2018-08-31,105227411602.02,0.618297928737866,100840035721.887,0.613707540013202
2018-09-01,118629548206.11,0.697518710088578,113892267112.904,0.693618766522123
2018-09-02,155210866421.22,0.917894848334438,150222983123.931,0.920334409312412
2018-09-03,339380596376.04,2.00700634314452,334951323195.249,2.05185064078478
2018-09-04,156149042148.78,0.913240778193777,150635075127.972,0.91189329272756
2018-09-05,173040835887.88,1.01034342744189,167595544346.483,1.01257821949261
2018-09-06,86080540116.29,0.501491107630669,81902354700.7215,0.493587280921206
2018-09-07,106497896976.16,0.621966380023607,102691128587.103,0.620217007202678
2018-09-08,168402058749.33,0.982802534687018,142912489548.717,0.862179318832906
2018-09-09,115634911833.63,0.675131975344352,109748270097.275,0.663367604650489
2018-09-10,119246775441.81,0.700959723414753,114041175808.804,0.694171209034789
2018-09-11,130050308054.85,0.764448655516272,124497536211.74,0.75777316850394
2018-09-12,510620379213.62,3.00125879345876,478779594926.85,2.9139268171941
2018-09-13,103868072125.45,0.596734365516076,99089525658.0345,0.590088871483779
2018-09-14,57458086575.68,0.329779444846654,52356417056.578,0.311472040357112
2018-09-15,132652714816.03,0.764143666056773,127527246855.216,0.761561846058728
2018-09-16,202677437638.81,1.17888980581538,198645691864.6,1.19820808330168
2018-09-17,120145338913.72,0.695257412107026,116697589727.653,0.700132088866934
2018-09-18,298107085921.25,1.72496781280904,294333559643.097,1.76571713141202
2018-09-19,369308349774.62,2.12153076452275,364952152660.855,2.17263482124593
2018-09-20,221967804503.34,1.25337755826973,217432047119.346,1.27144875016781
2018-09-21,121380067807.14,0.680111486849648,115703270519.434,0.671192179542487
2018-09-22,171012873494.32,0.960177952264979,166892308444.443,0.970190175709311
2018-09-23,147175628029.39,0.828863563718356,141526208760.542,0.825257161182158
2018-09-24,141125980145.76,0.792343642438287,135312949261.148,0.786578370618901
2018-09-25,98688782003.96,0.553632272449597,94534245684.33,0.549070741724382
2018-09-26,117153834969.11,0.659794440253323,110930777444.993,0.646843355121187
2018-09-27,141779428300.17,0.800536854786873,138086920978.805,0.807360032335939
2018-09-28,97046715454.7,0.546433162421724,91762045998.7335,0.534921277306878
2018-09-29,139695988321.5,0.789183307082288,135649474651.141,0.793504302890624
2018-09-30,334495004519.21,1.88716994928653,330598979738.773,1.93112434916266
2018-10-01,224854793046.94,1.25101335993333,220472952210.9,1.26925159665608
2018-10-02,183604668316.17,1.01230388423407,177906727690.595,1.01461420368817
2018-10-03,85755325637.83,0.470775469815975,81642969553.827,0.463555321076509
2018-10-04,73716291578.35,0.407862790838555,69063900359.807,0.395324503708
2018-10-05,125991850409.39,0.699354968975216,120607103539.354,0.692671279405748
2018-10-06,252916759932.33,1.40777196966131,248628919774.586,1.43011947267387
2018-10-07,197551889669.28,1.10418352032788,192670621787.927,1.11301646626873
2018-10-08,99790614618.79,0.562065772541235,93386447824.989,0.543795957254156
2018-10-09,89346256282.89,0.50316252990841,85758433643.1575,0.499303316353995
2018-10-10,279321503436.56,1.57193882667798,275413857929.31,1.60209218843604
2018-10-11,105468519858.33,0.585708801930392,101090953720.357,0.579943062915136
2018-10-12,90725472554.89,0.514770457470412,85948176825.406,0.504116088549823
2018-10-13,180926433532.07,1.03055008993605,176247825650.885,1.03786527605854
2018-10-14,96878944392.03,0.550249558868738,92068359491.927,0.540526082015602
2018-10-15,76357650314.93,0.435403960735646,71707715234.661,0.422718901510571
2018-10-16,110154025458.18,0.633986717004617,105681000953.051,0.62898952513766
2018-10-17,153917573507.05,0.890013960687689,148692695020.346,0.889224382153137
2018-10-18,118136776900.22,0.685176386850634,113246312344.247,0.679463113280896
2018-10-19,130263934817.32,0.755548346519501,125991498119.689,0.755958455524988
2018-10-20,204566676593.4,1.20324036526024,198902164344.635,1.21083870536921
2018-10-21,119926689974.83,0.717332707731004,115375277035.105,0.714719881637663
2018-10-22,165891719130.78,0.991376803874531,159971875910.835,0.990064692659727
2018-10-23,180883149869.95,1.07441590650046,176884247269.319,1.08791757942328
2018-10-24,137065998864.58,0.81115335640223,134168828737.792,0.821991530066388
2018-10-25,156228069572.65,0.957594178282206,152043541332.735,0.965847812219738
2018-10-26,129538149309.08,0.802978364018234,123974056771.349,0.79675586399972
2018-10-27,396352897008.01,2.45499169508421,391322353110.141,2.51312482934751
2018-10-28,182596842910.28,1.11135904957495,178818479125.897,1.12777443792648
2018-10-29,119566703117.67,0.726190860259336,115529269746.51,0.726964760924106
2018-10-30,149240462123.54,0.905517661861746,144704508735.224,0.909598882857404
2018-10-31,181723580130.49,1.10992462443098,176946932984.054,1.11990397123635
2018-11-01,171166453937.39,1.07049597328002,149494588787.455,0.969611225625292
2018-11-02,132163978331.27,0.82585982592643,127690622407.588,0.82851756942625
2018-11-03,216401766669.84,1.35812912416428,211793081175.982,1.3803064886557
2018-11-04,148503325203.8,0.928302779802324,144618910825.728,0.938555494047798
2018-11-05,175361662783.01,1.09933561327058,171020456533.17,1.11304489858442
2018-11-06,93708584835.99,0.585994320040303,89140378567.2455,0.578608064189873
2018-11-07,123640202290.34,0.774145717709895,118599176869.759,0.770794624166717
2018-11-08,335924766740.93,2.10839764269736,330663857940.333,2.15438210278505
2018-11-09,152597619746.57,0.941330242109147,124384720555.28,0.795930299342451
2018-11-10,115883107039.76,0.714873802465674,111455572172.855,0.714450024653017
2018-11-11,175899797264.61,1.08707590813242,171616018554.171,1.10211606702941
2018-11-12,219220927977.22,1.35142866378915,214729722205.467,1.37275057264769
2018-11-13,97832215486.54,0.60177044128963,92946287036.3165,0.592813928380217
2018-11-14,159186522137.44,0.978343423146227,154482304291.398,0.984395601609983
2018-11-15,176374168273.83,1.08269723168346,171476312497.586,1.09131002584607
2018-11-16,86914270783.76,0.53420743780578,82376042362.4795,0.524923973321227
2018-11-17,180365596657.11,1.1115244464867,175329648178.494,1.12022353086775
2018-11-18,85571478455.66,0.526924895529205,81313530905.2295,0.519079310100726
2018-11-19,476710271504.24,2.9559209338242,472037643587.986,3.03504444464919
2018-11-20,156044145839.99,0.943665769851065,153197638291.583,0.959733100053695
2018-11-21,114476930150.83,0.690554379944634,109052926961.271,0.6813194063195
2018-11-22,124341597903.74,0.752582189234225,118938859565.008,0.745700697855013
2018-11-23,117292736086.25,0.713053618210952,113292231698.266,0.713600079210354
2018-11-24,140679911699.74,0.854484324296945,134701488467.146,0.847660269227318
2018-11-25,195905832054.8,1.18803017724141,190211651642.378,1.1951159516823
2018-11-26,99720123883.97,0.60296049716024,93708725275.4775,0.587024028369803
2018-11-27,91955600584.93,0.565772431758285,87987219387.7145,0.561280412263406
2018-11-28,235414817526.76,1.45527216926077,207741127248.794,1.33153903874675
2018-11-29,115036611033.73,0.707876601459613,109678475743.102,0.700849042385972
2018-11-30,117681493860.27,0.722619040465045,112143203366.154,0.715087766247467
2018-12-01,143155708216.67,0.878324494284889,138923193659.006,0.8852167964909
2018-12-02,150155144316.29,0.922971152273747,146222113057.302,0.932007457012877
2018-12-03,154548660371.24,0.94758349846629,150671342337.992,0.957715863988666
2018-12-04,120746306418.92,0.73842853993908,117420768790.386,0.744301374214196
2018-12-05,95465232174.11,0.584216917820511,91065336553.868,0.577549195528253
2018-12-06,92138332840.94,0.581443365626702,87833461880.556,0.573850562599326
2018-12-07,98065296642.89,0.619391564707053,94416190902.933,0.61739864109636
2018-12-08,228371810063.52,1.43803153531709,224429820043.849,1.46278367739422
2018-12-09,136783206278.45,0.855172235274204,131135531094.121,0.848333686238264
2018-12-10,120648386017.44,0.758014543398444,115404366321.152,0.750468462371546
2018-12-11,221336866932.22,1.39057186903297,217037406276.856,1.4115240375661
2018-12-12,306003768187.98,1.9336029674653,302299326699.989,1.97786997431796
2018-12-13,141589123786.48,0.898966498300721,137685904288.917,0.905262633754002
2018-12-14,74676627972.86,0.47702910170898,70850025488.107,0.468753403846884
2018-12-15,422015126915.44,2.70541192419011,418372153068.436,2.77782054442655
2018-12-16,212974240728.33,1.33965144071092,208423896825.717,1.35687814384264
2018-12-17,156384429166.84,0.978866881337954,152202635456.791,0.985756457319417
2018-12-18,88456378858.53,0.55305174795017,84500855461.621,0.546566963406127
2018-12-19,84569934140.54,0.529155720894418,80455126395.009,0.520800816023968
2018-12-20,222276389526.85,1.39417150942433,217910733469.426,1.4138967615584
2018-12-21,102861252081.56,0.641316019020792,98203114016.9015,0.633278535263317
2018-12-22,316380102153.93,1.97170552477046,311790284616.911,2.00963594687357
2018-12-23,130603873694.78,0.803402196957682,126136586512.375,0.802168208104993
2018-12-24,109032307851.81,0.680872223327932,104650207461.495,0.675989152564249
2018-12-25,138846007842.7,0.874579829326268,134379769896.045,0.875828276818315
2018-12-26,112926105567.91,0.713707885655689,107773695679.166,0.704801876126441
2018-12-27,292169011139.25,1.84277946492424,287647957147.328,1.87729688199661
2018-12-28,90093131799.8,0.559068540210969,85973524929.568,0.551725127917777
2018-12-29,152077676560.36,0.946219985527776,146747992787.708,0.944236599895679
2018-12-30,170665693929.72,1.06986480916363,165574150176.174,1.07375144851848
2018-12-31,118798979063.18,0.74622132261108,113476385353.36,0.737439135367154
2019-01-01,109730289727.45,0.688279125524755,104509974372.264,0.67811593909464
2019-01-02,125036251590.71,0.783093235150845,120023593959.774,0.777650112438746
2019-01-03,159182676446.78,1.00855156525713,154321611455.034,1.01200140606039
2019-01-04,173736818582.34,1.096322170834,168964224415.959,1.1034384107155
2019-01-05,132296995355.78,0.829652969908934,127499143739.96,0.82730686976545
2019-01-06,117791603492.42,0.741379205130629,113883915287.791,0.741754605314134
2019-01-07,104846325882.41,0.658869336490132,100728709301.373,0.654963533893483
2019-01-08,109197496558.33,0.684753320383843,105287493010.498,0.683071412009703
2019-01-09,114345649790.36,0.717087454305801,111510531839.249,0.723466475463165
2019-01-10,142757710504.11,0.897918675017813,112136859052.714,0.729625364573909
2019-01-11,78699563532.94,0.494094287642635,75307990966.111,0.490038183640177
2019-01-12,175009776804.3,1.10300329583409,170427530948.136,1.1133638346024
2019-01-13,185325250694.07,1.17061283230514,181534913965.194,1.1885578760305
2019-01-14,192860757163.93,1.21224954240519,189157360018.987,1.23211042415595
2019-01-15,110636609440.97,0.694019174950104,106650022384.744,0.693115441215933
2019-01-16,147019884730.25,0.927113580265994,118493686655.422,0.774294539342492
2019-01-17,106742439815.15,0.672619697544078,102765922848.018,0.672341640465861
2019-01-18,99049358881.89,0.626468611601267,95287243602.29,0.625814613953662
2019-01-19,104890785912.07,0.664941023604406,100622910920.965,0.662343068031226
2019-01-20,178810705134.38,1.15904095753503,173924713432.953,1.17153429256157
2019-01-21,117468271483.02,0.761645267678627,112343114174.035,0.757025710294492
2019-01-22,100986115852.33,0.654883711857411,96460552619.0185,0.650167017296684
2019-01-23,354086310826.35,2.30479630834005,349710245071.827,2.36629028696935
2019-01-24,253073975672.51,1.62558136106886,248384907878.614,1.65761112669739
2019-01-25,92610248573.36,0.591164877915734,87504026290.4885,0.579411035518121
2019-01-26,177778075626.58,1.13824338761428,172712930534.574,1.14725915029826
2019-01-27,197421281078.7,1.26774331992664,193250145898.448,1.2876585799531
2019-01-28,102385057187.51,0.65501746394193,78892705379.415,0.523655457897096
2019-01-29,227442079677.29,1.46321341234212,223460336249.971,1.49410933104295
2019-01-30,132236115784.83,0.842095580249242,130389048736.321,0.862589933538633
2019-01-31,122515812068.1,0.779687415839302,118302237229.475,0.781903506419559
2019-02-01,74559156347.55,0.4822902830363,70657051625.1905,0.474934545761572
2019-02-02,111281412272.29,0.724182312529746,107363317217.96,0.724778588361796
2019-02-03,149495636142.3,0.973214689357629,144958276856.763,0.978893182510083
2019-02-04,103914805009.51,0.677871198943119,99383740968.9325,0.672572875594615
2019-02-05,95654761876.88,0.62962616835312,91339088027.986,0.623929278365721
2019-02-06,140205463938.92,0.923028736436374,135853047127.778,0.928121522277598
2019-02-07,88057893651.2,0.580584077848554,84101556772.127,0.575437299324759
2019-02-08,98709484555.45,0.655355159692311,94457448244.195,0.650926773104002
2019-02-09,116538872343.01,0.773007943499888,112623362471.234,0.775343557602618
2019-02-10,111433101972.15,0.742885315819626,86071697331.72,0.595612428866018
2019-02-11,102141475214.13,0.67954653464417,98168073099.274,0.679052651895832
