ship_type_id,window,mean_pct_priced,pct_rows_fully_priced
17726,a,1,1
17728,a,1,1
17732,a,1,1
17736,a,1,1
17738,a,1,1
17740,a,1,1
17770,a,1,1
17771,a,1,1
17772,a,1,1
17812,a,1,1
17841,a,1,1
17843,a,1,1
17918,a,1,1
17924,a,1,1
17928,a,1,1
17930,a,1,1
17932,a,1,1
19722,a,1,1
19744,a,1,1
20060,a,1,1
20062,a,1,1
20063,a,1,1
20064,a,1,1
20065,a,1,1
20066,a,1,1
20125,a,1,1
20175,a,1,1
20185,a,1,1
20187,a,1,1
22440,a,1,1
22444,a,1,1
22446,a,1,1
22448,a,1,1
22452,a,1,1
22456,a,1,1
22460,a,1,1
22464,a,1,1
22466,a,1,1
22468,a,1,1
22470,a,1,1
22474,a,1,1
22544,a,1,1
22546,a,1,1
22548,a,1,1
23757,a,1,1
23911,a,1,1
23915,a,1,1
24567,a,1,1
24574,a,1,1
24654,a,1,1
24656,a,1,1
24658,a,1,1
24659,a,1,1
24660,a,1,1
24688,a,1,1
24690,a,1,1
24692,a,1,1
24694,a,1,1
24696,a,1,1
24698,a,1,1
24700,a,1,1
24702,a,1,1
27579,a,1,1
27591,a,1,1
27603,a,1,1
27672,a,1,1
27674,a,1,1
27788,a,1,1
27897,a,1,1
28351,a,1,1
28352,a,0.999927188000582,0.998980632008155
28606,a,1,1
28659,a,1,1
28661,a,1,1
28665,a,1,1
28710,a,1,1
28848,a,0.997914296549109,0.988623435722412
28850,a,0.996929824561404,0.987719298245614
29248,a,1,1
29337,a,1,1
29340,a,1,1
29344,a,1,1
29984,a,0.999921764982006,0.999452354874042
29986,a,0.999921764982006,0.999452354874042
29988,a,0.999921764982006,0.999452354874042
29990,a,0.999921764982006,0.999452354874042
32226,a,1,1
32250,a,1,1
32307,a,1,1
32311,a,1,1
32458,a,1,1
671,a,0.995744680851064,0.946808510638298
12239,a,1,1
12753,a,1,1
16220,a,1,1
16690,a,1,1
16694,a,1,1
17180,a,1,1
17402,a,1,1
17722,a,1,1
17920,a,1,1
17922,a,1,1
17926,a,1,1
19720,a,1,1
19724,a,1,1
20059,a,1,1
20061,a,1,1
20189,a,1,1
22428,a,1,1
22430,a,1,1
22436,a,1,1
22442,a,1,1
24483,a,1,1
24655,a,1,1
24684,a,1,1
25270,a,1,1
25280,a,1,1
25821,a,1,1
27585,a,1,1
27606,a,1,1
28844,a,0.994588744588745,0.975108225108225
30842,a,1,1
32305,a,1,1
32309,a,1,1
17982,a,1,1
19470,a,1,1
27532,a,1,1
27535,a,1,1
27540,a,1,1
27550,a,1,1
27565,a,1,1
27630,a,1,1
27673,a,1,1
29336,a,1,1
29613,a,1,1
12238,a,1,1
20183,a,1,1
27775,a,1,1
27786,a,1,1
12236,a,1,1
17403,a,1,1
27573,a,1,1
28846,a,0.991974043715847,0.979508196721311
17404,a,1,1
19726,a,1,1
25305,a,1,1
27569,a,1,1
27597,a,1,1
27647,a,1,1
27856,a,1,1
30389,a,1,1
27649,a,1,1
27773,a,1,1
27858,a,1,1
24575,a,1,1
30655,a,1,1
30656,a,1,1
22634,a,1,1
27576,a,1,1
27609,a,1,1
27784,a,1,1
16692,a,1,1
27582,a,1,1
27538,a,1,1
27770,a,1,1
27594,a,1,1
27646,a,1,1
27653,a,1,1
27774,a,1,1
23917,a,1,1
27604,a,1,1
17773,a,1,1
23913,a,1,1
23919,a,1,1
24646,a,1,1
24653,a,1,1
24657,a,1,1
27772,a,1,1
27547,a,1,1
27855,a,1,1
21097,a,1,1
27607,a,1,1
27627,a,1,1
27615,a,1,1
27570,a,1,1
27636,a,1,1
27771,a,1,1
27562,a,1,1
27574,a,1,1
27618,a,1,1
27624,a,1,1
27640,a,1,1
22852,a,1,1
27616,a,1,1
27631,a,1,1
27600,a,1,1
25271,a,1,1
27563,a,1,1
27650,a,1,1
27557,a,1,1
27559,a,1,1
23773,a,1,1
27776,a,1,1
27544,a,1,1
27553,a,1,1
27638,a,1,1
27539,a,1,1
27633,a,1,1
27790,a,1,1
27303,a,1,1
27768,a,1,1
21628,a,1,1
27305,a,1,1
3764,a,1,1
27769,a,1,1
27610,a,1,1
27556,a,1,1
27622,a,1,1
27598,a,1,1
27779,a,1,1
27777,a,1,1
27655,a,1,1
27643,a,1,1
27857,a,1,1
27595,a,1,1
27554,a,1,1
27580,a,1,1
27612,a,1,1
27644,a,1,1
27634,a,1,1
2836,a,1,1
27619,a,1,1
27652,a,1,1
27613,a,1,1
27583,a,1,1
27601,a,1,1
27301,a,1,1
27766,a,1,1
27577,a,1,1
27548,a,1,1
27628,a,1,1
27780,a,1,1
27625,a,1,1
27641,a,1,1
4302,a,1,1
4310,a,1,1
4306,a,1,1
4308,a,1,1
27621,a,1,1
3962,a,1,1
3518,a,1,1
27567,a,1,1
4363,a,1,1
4388,a,1,1
27299,a,1,1
27592,a,1,1
32811,a,1,1
27536,a,1,1
27589,a,1,1
32840,a,1,1
32842,a,1,1
32848,a,1,1
32844,a,1,1
3516,a,1,1
32788,a,1,1
32872,a,1,1
32874,a,1,1
32876,a,1,1
32878,a,1,1
32880,a,1,1
32983,a,1,1
32985,a,1,1
32987,a,1,1
32989,a,1,1
32846,a,1,1
3756,a,1,1
33153,a,1,1
33155,a,1,1
33157,a,1,1
33151,a,1,1
33149,a,1,1
3514,a,1,1
27533,a,1,1
27530,a,1,1
2834,a,1,1
32790,a,1,1
33395,a,1,1
33397,a,1,1
33190,a,1,1
4005,a,1,1
33468,a,1,1
33470,a,1,1
33474,a,1,1
33475,a,1,1
33477,a,1,1
33476,a,1,1
33520,a,1,1
33513,a,1,1
27778,a,1,1
27542,a,1,1
27782,a,1,1
33522,a,1,1
33472,a,1,1
33585,a,1,1
33591,a,1,1
33608,a,1,1
33610,a,1,1
33581,a,1,1
33583,a,1,1
33589,a,1,1
33595,a,1,1
33625,a,1,1
33635,a,1,1
33655,a,1,1
33659,a,1,1
33665,a,1,1
33667,a,1,1
33677,a,1,1
33627,a,1,1
33633,a,1,1
27551,a,1,1
33700,a,1,1
27767,a,1,1
27560,a,1,1
33702,a,1,1
33649,a,1,1
33643,a,1,1
33683,a,1,1
33639,a,1,1
33651,a,1,1
33689,a,1,1
33695,a,1,1
33693,a,1,1
33691,a,1,1
33687,a,1,1
33816,a,1,1
33818,a,1,1
33820,a,1,1
33697,a,1,1
33631,a,1,1
33623,a,1,1
33637,a,1,1
33879,a,1,1
33629,a,1,1
33883,a,1,1
33869,a,1,1
33875,a,1,1
33877,a,1,1
33871,a,1,1
33881,a,1,1
33873,a,1,1
33645,a,1,1
33867,a,1,1
33653,a,1,1
33647,a,1,1
33641,a,1,1
33657,a,1,1
33673,a,1,1
33669,a,1,1
33661,a,1,1
33663,a,1,1
27545,a,1,1
582,b,1,1
583,b,1,1
584,b,1,1
585,b,1,1
586,b,1,1
587,b,1,1
589,b,1,1
590,b,1,1
591,b,1,1
592,b,1,1
593,b,1,1
594,b,1,1
597,b,1,1
598,b,1,1
599,b,1,1
602,b,1,1
603,b,1,1
605,b,1,1
607,b,1,1
608,b,1,1
609,b,1,1
620,b,1,1
621,b,1,1
622,b,1,1
623,b,1,1
624,b,1,1
625,b,1,1
626,b,1,1
627,b,1,1
628,b,1,1
629,b,1,1
630,b,1,1
631,b,1,1
632,b,1,1
633,b,1,1
634,b,1,1
638,b,1,1
639,b,1,1
640,b,1,1
641,b,1,1
642,b,1,1
643,b,1,1
644,b,1,1
645,b,1,1
648,b,1,1
649,b,1,1
650,b,1,1
652,b,1,1
653,b,1,1
654,b,1,1
655,b,1,1
656,b,1,1
657,b,1,1
671,b,0.998141695702671,0.975609756097561
672,b,1,1
1944,b,1,1
2006,b,1,1
2161,b,1,1
2998,b,1,1
3756,b,1,1
3766,b,1,1
4302,b,1,1
4306,b,1,1
4308,b,1,1
4310,b,1,1
11129,b,1,1
11132,b,1,1
11134,b,1,1
11172,b,1,1
11174,b,1,1
11176,b,1,1
11178,b,1,1
11182,b,1,1
11184,b,1,1
11186,b,1,1
11188,b,1,1
11190,b,1,1
11192,b,1,1
11194,b,1,1
11196,b,1,1
11198,b,1,1
11200,b,1,1
11202,b,1,1
11365,b,1,1
11371,b,1,1
11377,b,1,1
11379,b,1,1
11381,b,1,1
11387,b,1,1
11393,b,1,1
11400,b,1,1
11567,b,0.997313797313797,0.967948717948718
11957,b,1,1
11959,b,1,1
11961,b,1,1
11963,b,1,1
11965,b,1,1
11969,b,1,1
11971,b,1,1
11978,b,1,1
11985,b,1,1
11987,b,1,1
11989,b,1,1
11993,b,1,1
11995,b,1,1
11999,b,1,1
12003,b,1,1
12005,b,1,1
12011,b,1,1
12013,b,1,1
12017,b,1,1
12019,b,1,1
12021,b,1,1
12023,b,1,1
12032,b,1,1
12034,b,1,1
12038,b,1,1
12042,b,1,1
12044,b,1,1
12198,b,1,1
12199,b,1,1
12200,b,1,1
12236,b,1,1
12237,b,1,1
12238,b,1,1
12239,b,1,1
12729,b,1,1
12731,b,1,1
12733,b,1,1
12735,b,1,1
12743,b,1,1
12745,b,1,1
12747,b,1,1
12753,b,1,1
13780,b,1,1
14343,b,1,1
16214,b,1,1
16227,b,1,1
16229,b,1,1
16231,b,1,1
16233,b,1,1
16236,b,1,1
16238,b,1,1
16240,b,1,1
16242,b,1,1
16631,b,1,1
16688,b,1,1
16696,b,1,1
17167,b,1,1
17168,b,1,1
17178,b,1,1
17181,b,1,1
17182,b,1,1
17186,b,1,1
17187,b,1,1
17403,b,1,1
17404,b,1,1
17407,b,1,1
17408,b,1,1
17476,b,1,1
17478,b,1,1
17480,b,1,1
17619,b,0.999890470974808,0.998904709748083
17621,b,1,1
17634,b,0.999888950583009,0.998889505830094
17636,b,0.999945498146937,0.999400479616307
17703,b,0.999890470974808,0.998904709748083
17709,b,0.999890410958904,0.998904109589041
17713,b,0.99994499449945,0.999449944994499
17715,b,0.999850642238375,0.998904709748083
17718,b,0.999800309520244,0.99890170236134
17720,b,0.999900428158917,0.999452354874042
17722,b,0.999896870004641,0.999432785025525
17728,b,1,1
17736,b,0.999814298978644,0.998885793871866
17738,b,0.999908424908425,0.999450549450549
17772,b,1,1
17812,b,0.999945235487404,0.999452354874042
17841,b,0.999945235487404,0.999452354874042
17843,b,0.999945235487404,0.999452354874042
17918,b,0.999862788144896,0.998902305159166
17920,b,0.999861342207432,0.998890737659456
17922,b,0.999850067469639,0.99890049477735
17924,b,0.999800528599212,0.998902907295667
17926,b,0.999843079820065,0.998849252013809
17928,b,0.999900428158917,0.999452354874042
17930,b,0.999850642238375,0.998904709748083
17932,b,0.999900428158917,0.999452354874042
19470,b,1,1
19720,b,0.997058451417004,0.973557692307692
19722,b,0.997007164666405,0.971280873061459
19724,b,0.997792494481236,0.98233995584989
19726,b,0.99699790452737,0.975323874151758
19744,b,1,1
20060,b,1,1
20061,b,1,1
20062,b,1,1
20125,b,1,1
20183,b,0.996886266797771,0.98377581120944
20185,b,0.996525648886164,0.982219497240956
22430,b,1,1
22436,b,1,1
22440,b,1,1
22442,b,1,1
22444,b,1,1
22446,b,1,1
22448,b,1,1
22452,b,1,1
22456,b,1,1
22460,b,1,1
22464,b,1,1
22466,b,1,1
22468,b,1,1
22470,b,1,1
22474,b,1,1
22544,b,1,1
22546,b,1,1
22548,b,1,1
23055,b,1,1
23057,b,1,1
23059,b,1,1
23061,b,1,1
23757,b,0.997513787180183,0.978844589096827
23911,b,0.996473176729438,0.97146185206756
23913,b,0.996319663512093,0.953732912723449
23915,b,0.997319688109162,0.978070175438597
23919,b,0.998015873015873,0.964285714285714
24483,b,0.99706413730804,0.973867595818815
24574,b,1,1
24646,b,1,1
24654,b,1,1
24656,b,1,1
24658,b,1,1
24659,b,1,1
24660,b,1,1
24688,b,1,1
24690,b,1,1
24692,b,1,1
24694,b,1,1
24696,b,1,1
24698,b,1,1
24700,b,1,1
24702,b,1,1
26888,b,1,1
26890,b,1,1
26892,b,1,1
27573,b,1,1
27598,b,1,1
27609,b,1,1
27788,b,0.999301675977654,0.994413407821229
28351,b,1,1
28352,b,0.99890049477735,0.981308411214953
28606,b,1,1
28659,b,1,1
28661,b,1,1
28665,b,1,1
28710,b,1,1
28844,b,0.997327640733713,0.983870967741936
28848,b,0.994904049900021,0.977168949771689
28850,b,0.994653730734493,0.982169390787518
29248,b,1,1
29336,b,0.999945205479452,0.999452054794521
29337,b,0.999886557005105,0.998865570051049
29340,b,0.999890470974808,0.998904709748083
29344,b,0.999942429476108,0.999424294761082
29613,b,1,1
29984,b,0.999756602166241,0.998904709748083
29986,b,0.999513204332482,0.99671412924425
29988,b,0.998722161372764,0.989594742606791
29990,b,0.999208957040282,0.993975903614458
32307,b,1,1
32309,b,0.999866113268175,0.998527245949926
32311,b,0.999930230935603,0.999232540291635
32342,b,1,1
32872,b,1,1
32874,b,1,1
32876,b,1,1
32878,b,1,1
32880,b,1,1
33151,b,0.999945145364783,0.999451453647833
33153,b,0.999889746416759,0.998897464167585
33155,b,0.999880311190904,0.998803111909037
33157,b,0.999945115257958,0.999451152579583
33468,b,0.999850642238375,0.998904709748083
33470,b,0.999850642238375,0.998904709748083
33472,b,0.999862410566868,0.998899284534948
33474,b,1,1
33475,b,1,1
33476,b,1,1
33513,b,1,1
33520,b,1,1
33595,b,1,1
33608,b,1,1
33610,b,1,1
33697,b,1,1
33700,b,1,1
33702,b,1,1
33816,b,0.999850642238375,0.998904709748083
33818,b,0.999850642238375,0.998904709748083
33820,b,0.999945957630782,0.99935149156939
34317,b,0.99987830108312,0.999452354874042
34496,b,1,1
34562,b,0.99987830108312,0.999452354874042
34590,b,1,1
34828,b,0.99987830108312,0.999452354874042
35683,b,0.99987830108312,0.999452354874042
35825,b,0.99957264957265,0.998351648351648
35826,b,0.999248633879781,0.997540983606557
35832,b,0.99972602739726,0.999452054794521
35835,b,0.999725425590335,0.99890170236134
37135,b,1,1
37453,b,0.999885714285714,0.998857142857143
37454,b,0.999944903581267,0.999449035812672
37455,b,0.99988088147707,0.998808814770697
37456,b,0.999943820224719,0.999438202247191
37457,b,1,1
37458,b,1,1
37459,b,1,1
37460,b,1,1
37480,b,1,1
37481,b,1,1
37482,b,1,1
37483,b,1,1
37604,b,0.997790578395013,0.97976011994003
37607,b,0.998363785110445,0.987046632124352
40346,b,1,1
40358,b,1,1
40359,b,1,1
40360,b,1,1
40361,b,1,1
40362,b,1,1
40552,b,1,1
40556,b,1,1
40557,b,1,1
40558,b,1,1
40559,b,1,1
40560,b,1,1
40563,b,1,1
40564,b,0.999883177570094,0.999065420560748
40565,b,0.999674479166667,0.997395833333333
40570,b,1,1
40571,b,1,1
41030,b,1,1
42244,b,1,1
42685,b,1,1
43681,b,1,1
44993,b,1,1
44996,b,1,1
651,b,1,1
16216,b,1,1
16869,b,1,1
17177,b,1,1
17184,b,1,1
17185,b,1,1
17726,b,1,1
17732,b,1,1
17740,b,0.999903100775194,0.999418604651163
20063,b,1,1
20175,b,1,1
20187,b,0.996745382985165,0.985013623978202
20189,b,0.996898376208721,0.983579638752053
21097,b,1,1
22428,b,1,1
24653,b,1,1
25270,b,1,1
27532,b,1,1
27538,b,1,1
27540,b,1,1
27550,b,1,1
27576,b,1,1
27579,b,1,1
27582,b,1,1
27585,b,1,1
27619,b,1,1
27622,b,1,1
27633,b,1,1
27636,b,1,1
27774,b,1,1
27775,b,1,1
32305,b,0.999848988221081,0.998338870431894
33149,b,1,1
33585,b,1,1
33591,b,1,1
35836,b,0.999519969278034,0.997311827956989
37605,b,0.997936016511868,0.983333333333333
40347,b,1,1
40364,b,1,1
40365,b,1,1
40553,b,1,1
40562,b,1,1
40566,b,0.999820143884892,0.998561151079137
12015,b,1,1
12235,b,1,1
16690,b,1,1
16691,b,1,1
17180,b,1,1
17982,b,1,1
20064,b,1,1
23917,b,0.994918699186992,0.932926829268293
24567,b,1,1
27597,b,1,1
27646,b,1,1
32344,b,1,1
35827,b,0.999134948096886,0.995098039215686
35833,b,0.999877450980392,0.999264705882353
37599,b,1,1
37606,b,0.997291685474406,0.974271012006861
40561,b,1,1
40567,b,1,1
17175,b,1,1
17402,b,1,1
17771,b,1,1
20065,b,1,1
20066,b,1,1
27547,b,1,1
27565,b,1,1
27612,b,1,1
27672,b,1,1
27779,b,1,1
27784,b,1,1
28846,b,0.98186889818689,0.920502092050209
32325,b,1,1
32340,b,1,1
44995,b,1,1
16213,b,1,1
17174,b,1,1
17176,b,1,1
17406,b,1,1
22852,b,0.994607474291447,0.925507900677201
33522,b,1,1
40555,b,1,1
40568,b,1,1
21628,b,1,1
24655,b,1,1
27545,b,1,1
32811,b,1,1
33589,b,1,1
20059,b,1,1
27567,b,1,1
27591,b,1,1
27647,b,1,1
33477,b,1,1
34328,b,0.997896950578339,0.981072555205047
40345,b,1,1
17770,b,1,1
27655,b,1,1
27674,b,1,1
27790,b,1,1
27583,b,1,1
27600,b,1,1
27606,b,1,1
40363,b,1,1
27303,b,1,1
27770,b,1,1
16697,b,1,1
27563,b,1,1
27603,b,1,1
27624,b,1,1
27649,b,1,1
27652,b,1,1
27771,b,1,1
27777,b,1,1
27856,b,1,1
16689,b,1,1
16692,b,1,1
16694,b,1,1
30655,b,1,1
30656,b,1,1
27673,b,1,1
27897,b,1,1
27569,b,1,1
27618,b,1,1
27776,b,1,1
23773,b,0.996484499840204,0.939597315436242
25821,b,1,1
27535,b,1,1
27615,b,1,1
27858,b,1,1
3962,b,1,1
33397,b,1,1
40554,b,1,1
40569,b,1,1
27556,b,1,1
27610,b,1,1
27772,b,1,1
27544,b,1,1
27621,b,1,1
27625,b,1,1
27769,b,1,1
27559,b,1,1
27638,b,1,1
30389,b,1,1
27778,b,1,1
27786,b,1,1
25305,b,1,1
17773,b,1,1
27650,b,1,1
27766,b,1,1
25271,b,1,1
27577,b,1,1
27604,b,1,1
27855,b,1,1
27857,b,1,1
22634,b,1,1
24684,b,1,1
25280,b,1,1
27570,b,1,1
27630,b,1,1
27634,b,1,1
27768,b,1,1
27627,b,1,1
27574,b,1,1
27628,b,1,1
27631,b,1,1
27767,b,1,1
27616,b,1,1
27539,b,1,1
27562,b,1,1
27653,b,1,1
35834,b,1,1
28770,b,1,1
27592,b,1,1
27773,b,1,1
27580,b,1,1
47036,b,1,1
47140,b,1,1
47037,b,1,1
47117,b,1,1
47139,b,1,1
47141,b,1,1
27594,b,1,1
35779,b,1,1
47035,b,1,1
47138,b,1,1
27548,b,1,1
47147,b,1,1
27640,b,1,1
47136,b,1,1
47121,b,1,1
27553,b,1,1
27643,b,1,1
27780,b,1,1
27782,b,1,1
42124,b,1,1
47142,b,1,1
47143,b,1,1
47145,b,1,1
27644,b,1,1
33867,b,1,1
27533,b,1,1
47116,b,1,1
47133,b,1,1
27554,b,1,1
28772,b,1,1
47146,b,1,1
47118,b,1,1
47144,b,1,1
27601,b,1,1
27641,b,1,1
47131,b,1,1
27530,b,1,1
33581,b,1,1
47122,b,1,1
3764,b,0.99697656840514,0.936507936507937
47039,b,1,1
47124,b,1,1
47150,b,1,1
47151,b,1,1
24575,b,1,1
45534,b,1,1
24657,b,1,1
47127,b,1,1
4363,b,1,1
47134,b,1,1
47149,b,1,1
47132,b,1,1
47137,b,1,1
27613,b,1,1
27589,b,1,1
47119,b,1,1
27536,b,1,1
27607,b,1,1
47148,b,1,1
30842,b,1,1
27557,b,1,1
47126,b,1,1
47466,b,1,1
27595,b,1,1
47038,b,1,1
27301,b,1,1
2948,b,1,1
28774,b,1,1
47120,b,1,1
47269,b,1,1
33583,b,1,1
47270,b,1,1
47271,b,1,1
42126,b,0.994791666666667,0.875
42125,b,0.992857142857143,0.95
47135,b,1,1
47129,b,1,1
47128,b,1,1
47130,b,1,1
42241,b,0.978260869565217,0.5
42245,b,1,1
27299,b,1,1
3518,b,1,1
33675,b,1,1
33673,b,1,1
27551,b,1,1
47125,b,1,1
27542,b,1,1
42246,b,1,1
45531,b,1,1
27305,b,1,1
3514,b,0.996666666666667,0.933333333333333
49710,b,1,1
49711,b,1,1
35841,b,1,1
37534,b,1,1
35840,b,1,1
49712,b,1,1
49713,b,1,1
35781,b,1,1
27560,b,1,1
45649,b,0.979166666666667,0.5
45530,b,1,1
4388,b,1,1
33395,b,1,1
52250,b,1,1
52252,b,1,1
52254,b,1,1
48635,b,1,1
42243,b,1,1
45645,b,1,1
52907,b,0.993135011441648,0.927536231884058
54731,b,0.999121651295564,0.996779388083736
54732,b,0.999670220951962,0.998790810157195
54733,b,0.999227401493691,0.997167138810198
48636,b,1,1
56701,b,1,1
2834,b,1,1
58904,b,1,1
59630,b,1,1
42242,b,1,1
60244,b,1,1
47123,b,1,1
60765,b,1,1
60764,b,1,1
45647,b,1,1
72811,b,1,1
72869,b,1,1
72872,b,1,1
73789,b,1,1
73794,b,1,1
73795,b,1,1
73796,b,1,1
73793,b,1,1
73787,b,1,1
73790,b,1,1
73792,b,1,1
